OBJECTID,Route,Direction,Exit_Num,Ramp_Num,Beg_MP,End_MP,Speed_Limit,Name,Type,Shape__Length
1,089APM,P,,,2.468,2.864,35,089A,M,637.3023846
2,089APM,P,,,0,1.799,55,089A,M,2895.216195
3,0491PM,P,,,2.379,17.069442,65,491,M,23642.02188
4,0491PM,P,,,0.407,1.174,40,491,M,1234.368855
5,0491PM,P,,,0,0.407,30,491,M,655.0042534
6,0317PM,P,,,0,1.592526,,317,M,2562.927374
7,0316PM,P,,,0,3.548517,40,316,M,5710.795285
8,0315PM,P,,,0,1.771505,45,315,M,2850.966887
9,0313PM,P,,,3.519,22.467888,50,313,M,30495.33929
10,0313PM,P,,,0.642,1.476,25,313,M,1342.196276
11,0313PM,P,,,0,0.642,15,313,M,1033.200485
12,0312PM,P,,,0,0.585308,,312,M,941.9631701
13,0311PM,P,,,2.382,3.902626,30,311,M,2447.214289
14,0310PM,P,,,0,0.353423,,310,M,568.7807097
15,0301PM,P,,,0,0.377,15,301,M,606.7241248
16,0299PM,P,,,0,0.998628,,299,M,1607.138957
17,0294PM,P,,,0,0.385746,,294,M,620.7994802
18,0292PM,P,,,0,1.758159,25,292,M,2829.487959
19,0290PM,P,,,0,1.195965,,290,M,1924.723681
20,0289PM,P,,,1.723,1.92862,25,289,M,330.912929
21,0289PM,P,,,0,1.723,30,289,M,2772.905403
22,0287PM,P,,,0,0.764477,40,287,M,1230.308463
23,0491PM,P,,,1.174,2.379,55,491,M,1939.264075
24,0285PM,P,,,0,0.34521,,285,M,555.5621685
25,0284PM,P,,,1.632,1.635537,25,284,M,5.81677041
26,0279PM,P,,,0,9.946,55,279,M,16006.56713
27,0276PM,P,,,74.023,91.879029,65,276,M,28736.55125
28,0276PM,P,,,73.09,74.023,55,276,M,1501.520711
29,0276PM,P,,,55.902,66.034,65,276,M,16305.90601
30,0276PM,P,,,34.628,55.902,45,276,M,34237.25259
31,0276PM,P,,,0,34.628,65,276,M,55728.47563
32,0274PM,P,,,0.786,1.246961,50,274,M,741.8466494
33,0273PM,P,,,2.613,3.062547,40,273,M,723.4775493
34,0271PM,P,,,3.354,4.214,40,271,M,1384.03844
35,0269PM,P,,,1.548,1.80056,40,269,M,406.9082979
36,0269PM,P,,,0,1.274,40,269,M,2049.366295
37,0309PM,P,,,0,0.357673,,309,M,575.620558
38,0266PM,P,,,2.437,8.12905,40,266,M,9160.484994
39,0266PM,P,,,0,0.905,40,266,M,1456.458963
40,0264PM,P,,,0.706,4.295,55,264,M,5775.946877
41,0261PM,P,,,9.648,32.644371,55,261,M,37009.14512
42,0261PM,P,,,6.635,7.145,30,261,M,820.7668946
43,0261PM,P,,,0,6.635,55,261,M,10678.01908
44,0260PM,P,,,1.962,4.190274,55,260,M,3586.065317
45,0260PM,P,,,0.731,1.962,35,260,M,1981.107037
46,0260PM,P,,,0.404,0.731,40,260,M,526.2569938
47,0260PM,P,,,0,0.404,45,260,M,650.1758063
48,0259PM,P,,,0,0.349564,35,259,M,562.5704936
49,0258PM,P,,,0.933,2.032323,60,258,M,1769.193794
50,0257PM,P,,,66.903,69.374168,55,257,M,3976.966044
51,0257PM,P,,,0.807,65.764,65,257,M,104538.3669
52,0257PM,P,,,0.534,0.807,45,257,M,439.352125
53,0256PM,P,,,2.581,2.834,50,256,M,407.1640423
54,0256PM,P,,,1.768,2.581,35,256,M,1308.399749
55,0256PM,P,,,1.436,1.768,50,256,M,534.3031011
56,0252PM,P,,,1.223,4.276,50,252,M,4913.3373
57,0252PM,P,,,0,1.223,55,252,M,1968.231492
58,0248PM,P,,,3.7,12.576,65,248,M,14284.56613
59,0248PM,P,,,3.439,3.7,55,248,M,420.0394493
60,0248PM,P,,,2.806,3.439,45,248,M,1018.717493
61,0248PM,P,,,1.429,2.806,50,248,M,2216.070378
62,0248PM,P,,,0,1.429,35,248,M,2299.757539
63,0241PM,P,,,0,1.55505,40,241,M,2502.615993
64,0240PM,P,,,0,0.948,50,240,M,1525.660988
65,0235PM,P,,,0,2.9,45,235,M,4667.107022
66,0232PM,P,,,2.304,2.434299,25,232,M,209.6953508
67,0231PM,P,,,0,0.086575,,231,M,139.3285146
68,0228PM,P,,,0,1.810128,35,228,M,2913.12454
69,0319PM,P,,,0.844,1.201867,25,319,M,575.9324959
70,0227PM,P,,,0,0.58,40,227,M,933.4217074
71,0226PM,P,,,0,3.028962,40,226,M,4874.651723
72,0225PM,P,,,0,0.765163,45,225,M,1231.413669
73,0224PM,P,,,6.924,7.405,45,224,M,774.0954682
74,0224PM,P,,,6.224,6.924,40,224,M,1126.54323
75,0224PM,P,,,4.141,4.772,25,224,M,1015.497411
76,0224PM,P,,,1.173,2.91,25,224,M,2795.436418
77,0222PM,P,,,2.025,3.331165,30,222,M,2102.07227
78,0219PM,P,,,0,1.66809,45,219,M,2684.536765
79,0218PM,P,,,7.565,8.20689,35,218,M,1033.024249
80,0218PM,P,,,7.038,7.565,40,218,M,848.1254275
81,0218PM,P,,,4.687,7.038,55,218,M,3783.575949
82,0218PM,P,,,0,4.687,60,218,M,7543.009995
83,0215PM,P,,,2.425,29.000492,70,215,M,42769.19463
84,0215PM,P,,,0,2.425,65,215,M,3902.667066
85,0215NM,N,,,0,2.174,65,215,M,3498.720693
86,0211PM,P,,,0,9.213,40,211,M,14826.91589
87,0210PM,P,,,11.453,13.549608,25,210,M,3374.171301
88,0210PM,P,,,9.883,11.453,30,210,M,2526.674742
89,0210PM,P,,,0,3.68,50,210,M,5922.397077
90,0209PM,P,,,12.335,12.788,40,209,M,729.0346043
91,0209PM,P,,,4.538,11.358,40,209,M,10975.74865
92,0318PM,P,,,2.22,2.220107,30,318,M,0.171813852
93,0209PM,P,,,3.95,4.538,50,209,M,946.2961805
94,0209PM,P,,,1.979,3.95,55,209,M,3172.023294
95,0209PM,P,,,0,1.191,30,209,M,1916.732097
96,0224PM,P,,,5.294,6.224,35,224,M,1496.693275
97,0208PM,P,,,0,10.196519,55,208,M,16409.74004
98,0204PM,P,,,0,3.733,40,204,M,6007.693275
99,0304PM,P,,,0,0.093361,,304,M,150.2492828
100,0203PM,P,,,1.477,5.414,40,203,M,6336.000733
101,0203PM,P,,,0,1.477,50,203,M,2377.005703
102,0202PM,P,,,0,1.697735,45,202,M,2732.244562
103,0201PM,P,,,16.815,17.695,40,201,M,1417.16998
104,0201PM,P,,,7.375,9.217,55,201,M,2964.418282
105,0201NM,N,,,10.008,16.741206,65,201,M,10836.06672
106,0201NM,N,,,0,7.494,60,201,M,12060.44812
107,0200PM,P,,,0,1.578917,55,200,M,2541.025618
108,0199PM,P,,,20.109,21.952074,50,199,M,2966.146724
109,0198PM,P,,,7.775,13.697,40,198,M,9530.553633
110,0198PM,P,,,6.55,7.775,55,198,M,1971.450319
111,0198PM,P,,,5.178,5.668,30,198,M,788.5801008
112,0198PM,P,,,3.511,3.912,45,198,M,645.3482009
113,0196PM,P,,,21.301,21.692,55,196,M,629.2542909
114,0196PM,P,,,18.674,21.301,65,196,M,4227.755298
115,0196PM,P,,,14.238,18.674,55,196,M,7139.065018
116,0196PM,P,,,0,14.238,65,196,M,22913.88503
117,0194PM,P,,,0,1.208,40,194,M,1944.091757
118,0194NM,N,,,0,1.718,40,194,M,2764.858466
119,0193PM,P,,,4.598,6.275,50,193,M,2698.875407
120,0193PM,P,,,3.883,4.598,40,193,M,1150.682569
121,0193PM,P,,,3.869,3.883,40,193,M,22.53044529
122,0193PM,P,,,3.417,3.869,40,193,M,727.4256984
123,0193PM,P,,,0,3.417,50,193,M,5499.139594
124,0191PM,P,,,396.876,404.740257,55,191,M,12656.32058
125,0191PM,P,,,394.85,396.876,40,191,M,3260.537125
126,0313PM,P,,,1.476,3.261,50,313,M,2872.684026
127,0191PM,P,,,389.307,393.582,40,191,M,6879.959542
128,0191PM,P,,,387.89,389.307,50,191,M,2280.444366
129,0191PM,P,,,383.394,387.89,55,191,M,7235.626095
130,0191PM,P,,,358.767,362.688,65,191,M,6310.25112
131,0191PM,P,,,353.104,353.597,40,191,M,793.4084438
132,0191PM,P,,,294.728,353.104,30,191,M,93947.25242
133,0191PM,P,,,269.834,294.187,55,191,M,39192.43296
134,0191PM,P,,,263.051,269.834,40,191,M,10916.20111
135,0191PM,P,,,259.373,263.051,55,191,M,5919.179033
136,0191PM,P,,,252.048,252.924,40,191,M,1409.788305
137,0191PM,P,,,251.706,252.048,20,191,M,550.3970656
138,0191PM,P,,,130.518,251.706,65,191,M,195033.5703
139,0191PM,P,,,128.996,130.518,55,191,M,2449.426701
140,0191PM,P,,,125.408,126.557,30,191,M,1849.139752
141,0266PM,P,,,0.905,2.437,50,266,M,2465.520546
142,0209PM,P,,,11.575,12.335,40,209,M,1223.103302
143,0191PM,P,,,123.512,124.833,45,191,M,2125.947595
144,0191PM,P,,,73.111,121.266,65,191,M,77498.11593
145,0191PM,P,,,53.438,69.959,65,191,M,26588.02576
146,0191PM,P,,,52.892,53.438,60,191,M,878.7029157
147,0191PM,P,,,52.145,52.892,50,191,M,1202.182797
148,0191PM,P,,,50.322,51.842,30,191,M,2446.207188
149,0191PM,P,,,41.426,49.249,65,191,M,12589.92406
150,0191PM,P,,,40.269,41.426,55,191,M,1862.01435
151,0191PM,P,,,37.704,38.909,55,191,M,1939.262513
152,0191PM,P,,,25.776,26.296,50,191,M,836.860777
153,0191PM,P,,,0,25.776,65,191,M,41482.53324
154,0189PM,P,,,28.397,28.833102,45,189,M,701.8395936
155,0189PM,P,,,24.9,28.397,60,189,M,5627.886668
156,0189PM,P,,,22.529,24.9,55,189,M,3815.763103
157,0189PM,P,,,4.401,8.281,50,189,M,6244.267937
158,0189NM,N,,,0,0.935445,,189,M,1505.456109
159,0186PM,P,,,0.317,1.076,50,186,M,1221.493582
160,0180PM,P,,,0,1.055385,45,180,M,1698.480116
161,0178PM,P,,,0,1.203871,35,178,M,1937.446993
162,0176PM,P,,,0,1.052499,45,176,M,1693.835815
163,0175PM,P,,,4.791,4.904536,40,175,M,182.718758
164,0175PM,P,,,0,0.503,40,175,M,809.5021509
165,0174PM,P,,,0,8.116895,65,174,M,13062.90223
166,0173PM,P,,,8.511,9.940919,40,173,M,2301.236448
167,0173PM,P,,,7.809,8.511,50,173,M,1129.761758
168,0173PM,P,,,4.823,7.809,45,173,M,4805.510578
169,0173PM,P,,,3.192,4.823,40,173,M,2624.845411
170,0172PM,P,,,8.131,9.217359,50,172,M,1748.329146
171,0172PM,P,,,6.512,8.131,45,172,M,2605.532595
172,0172PM,P,,,6.312,6.512,50,172,M,321.8693033
173,0172PM,P,,,0,6.312,45,172,M,10158.19987
174,0171PM,P,,,14.168,15.652813,40,171,M,2389.58012
175,0186PM,P,,,8.473,8.624065,45,186,M,243.116312
176,0171PM,P,,,9.784,14.168,35,171,M,7055.378515
177,0171PM,P,,,8.107,9.784,45,171,M,2698.875301
178,0171PM,P,,,5.604,8.107,40,171,M,4028.195875
179,0168PM,P,,,0,1.170636,35,168,M,1883.960693
180,0167PM,P,,,1.998,11.12523,55,167,M,14688.88319
181,0165PM,P,,,6.296,8.674,45,165,M,3827.02718
182,0227PM,P,,,0.58,0.726765,35,227,M,236.195539
183,0189PM,P,,,0,3.515,35,189,M,5656.855718
184,0165PM,P,,,4.341,5.314,45,165,M,1565.895161
185,0165PM,P,,,0.971,4.341,55,165,M,5423.500298
186,0165PM,P,,,0,0.52,35,165,M,836.8606679
187,0163PM,P,,,21.963,41.438561,65,163,M,31342.94129
188,0163PM,P,,,20.048,21.963,40,163,M,3081.899233
189,0194PM,P,,,1.208,353.90938,50,194,M,2952.756571
190,0163PM,P,,,17.785,20.048,55,163,M,3641.953162
191,0163PM,P,,,0,0.97,45,163,M,1561.06707
192,0204PM,P,,,3.733,5.440578,45,204,M,2748.086726
193,0162PM,P,,,23.911,31.910522,65,162,M,12874.00833
194,0162PM,P,,,22.673,23.911,55,162,M,1992.372172
195,0162PM,P,,,22.283,22.673,45,162,M,627.6449072
196,0162PM,P,,,15.232,22.283,55,162,M,11347.50783
197,0224PM,P,,,0,1.173,15,224,M,1887.764423
198,0162PM,P,,,15.048,15.232,45,162,M,296.1197977
199,0162PM,P,,,3.582,12.48,55,162,M,14319.97122
200,0162PM,P,,,0,3.582,45,162,M,5764.682283
201,0161PM,P,,,1.196,3.08664,55,161,M,3042.6963
202,0160PM,P,,,2.629,3.803436,40,160,M,1890.075731
203,0158PM,P,,,3.886,4.516,45,158,M,1013.888569
204,0158PM,P,,,3.478,3.886,50,158,M,656.614507
205,0191PM,P,,,51.842,52.145,45,191,M,487.6323478
206,0158PM,P,,,0.734,2.2,50,158,M,2359.302589
207,0157PM,P,,,4.356,4.597,40,157,M,387.8530804
208,0157PM,P,,,2.08,4.356,50,157,M,3662.873789
209,0224PM,P,,,4.772,5.294,40,224,M,840.0787219
210,0157PM,P,,,0.479,1.478,40,157,M,1607.737663
211,0157PM,P,,,0,0.479,25,157,M,770.8768972
212,0155PM,P,,,3.895,4.971,35,155,M,1731.657316
213,0155PM,P,,,0,3.895,55,155,M,6268.407771
214,0210PM,P,,,3.68,9.87,40,210,M,9961.860342
215,0154PM,P,,,24.017,24.315752,50,154,M,480.7955865
216,0243PM,P,,,0,0.699,45,243,M,1124.933782
217,0154PM,P,,,19.195,21.576,50,154,M,3831.854996
218,0191PM,P,,,70.937,71.337,45,191,M,643.739524
219,0154PM,P,,,0,0.93,45,154,M,1496.693283
220,0154NM,N,,,0.971,3.184345,55,154,M,3562.03933
221,0153PM,P,,,6.787,35.025,30,153,M,45444.7479
222,0232PM,P,,,1.316,2.304,45,232,M,1590.035535
223,0153PM,P,,,1.217,6.787,40,153,M,8964.063447
224,0153PM,P,,,0,1.217,30,153,M,1958.575447
225,0152PM,P,,,2.402,3.053469,40,152,M,1048.440442
226,0165PM,P,,,10.108,10.727826,45,165,M,997.51561
227,0152PM,P,,,0,2.402,50,152,M,3865.651635
228,0152NM,N,,,0,2.020767,50,152,M,3252.115494
229,0151PM,P,,,2.618,4.293145,45,151,M,2695.88927
230,0150PM,P,,,5.351,54.661646,55,150,M,79357.95044
231,0150PM,P,,,0.68,5.351,45,150,M,7517.261639
232,0148PM,P,,,0,2.511406,40,148,M,4041.724383
233,0284PM,P,,,0.866,1.414,20,284,M,881.9235575
234,0147PM,P,,,13.646,15.06,45,147,M,2275.617618
235,0147PM,P,,,11.107,13.646,35,147,M,4086.131652
236,0268PM,P,,,0,0.749823,35,268,M,1206.725887
237,0147PM,P,,,8.141,11.107,50,147,M,4773.324296
238,0222PM,P,,,0,2.025,35,222,M,3258.928317
239,0147PM,P,,,5.636,8.141,45,147,M,4031.415096
240,0147PM,P,,,0,5.636,50,147,M,9070.28083
241,0145PM,P,,,5.64,6.38,45,145,M,1190.917601
242,0144PM,P,,,1.975,2.477415,20,144,M,808.5599903
243,0144PM,P,,,0,1.975,30,144,M,3178.460676
244,0143PM,P,,,50.011,50.592636,30,143,M,936.0552375
245,0143PM,P,,,49.695,50.011,40,143,M,508.5543114
246,0143PM,P,,,49.473,49.695,40,143,M,357.2751382
247,0143PM,P,,,33.044,49.473,55,143,M,26439.96498
248,0143PM,P,,,19.39,33.044,50,143,M,21974.0268
249,0143PM,P,,,17.314,18.068,45,143,M,1213.447943
250,0143PM,P,,,3.47,9.001,50,143,M,8901.299597
251,0143PM,P,,,3.251,3.47,45,143,M,352.4473007
252,0256PM,P,,,2.834,5.613691,55,256,M,4473.487617
253,0143PM,P,,,2.42,2.991,30,143,M,918.9377472
254,0143PM,P,,,0,1.484,55,143,M,2388.271188
255,0142PM,P,,,11.363,16.668,55,142,M,8537.58727
256,0142PM,P,,,5.741,9.671,55,142,M,6324.735327
257,0142PM,P,,,4.571,5.741,40,142,M,1882.934922
258,0280PM,P,,,0,0.404566,30,280,M,651.0875901
259,0142PM,P,,,0,4.571,55,142,M,7356.326816
260,0141PM,P,,,5.291,6.56996,45,141,M,2058.291483
261,0141PM,P,,,0,2.482,45,141,M,3994.399956
262,0138PM,P,,,13.386,18.811,65,138,M,8730.708651
263,0158PM,P,,,4.516,11.610583,40,158,M,11417.64789
264,0138PM,P,,,12.861,13.386,50,138,M,844.906915
265,0138PM,P,,,9.738,11.114,35,138,M,2214.461497
266,0138PM,P,,,8.679,9.738,40,138,M,1704.299107
267,0306PM,P,,,0,0.445963,,306,M,717.7099093
268,0138PM,P,,,6.714,8.679,55,138,M,3162.367025
269,0167PM,P,,,0,1.998,45,167,M,3215.474885
270,0138PM,P,,,0,6.714,65,138,M,10805.15727
271,0137PM,P,,,8.669,11.3791,60,137,M,4362.680166
272,0137PM,P,,,7.786,8.669,40,137,M,1421.439772
273,0137PM,P,,,6.977,7.165,40,137,M,302.5576354
274,0137PM,P,,,1.105,6.977,60,137,M,9450.087217
275,0137PM,P,,,0.605,1.105,50,137,M,804.6740246
276,0191PM,P,,,377.989,383.394,60,191,M,8698.520834
277,0134PM,P,,,14.133,14.370643,40,134,M,382.4498928
278,089APM,P,,,2.864,2.96997,30,089A,M,170.5427155
279,0134PM,P,,,8.666,9.978,40,134,M,2111.463661
280,0134PM,P,,,7.066,8.666,35,134,M,2574.955246
281,0134PM,P,,,0,7.066,40,134,M,11371.64764
282,0133PM,P,,,1.586,6.123,55,133,M,7301.608496
283,0133PM,P,,,0,1.196,35,133,M,1924.778983
284,0132PM,P,,,59.681,63.195333,65,132,M,5655.78207
285,0132PM,P,,,58.998,59.681,50,132,M,1099.183515
286,0132PM,P,,,56.012,56.166,40,132,M,247.8403639
287,0132PM,P,,,53.989,54.279,55,132,M,466.7106924
288,0132PM,P,,,48.111,48.337,45,132,M,363.7124788
289,0201PM,P,,,0,7.375,60,201,M,11868.93543
290,0132PM,P,,,32.695,34.172,35,132,M,2377.005982
291,0132PM,P,,,4.002,5.509,45,132,M,2425.285232
292,0132PM,P,,,0,0.673,45,132,M,1083.090734
293,0130PM,P,,,2.928,6.478,45,130,M,5713.182202
294,0130PM,P,,,2.16,2.685,30,130,M,844.907234
295,0130PM,P,,,1.493,2.16,35,130,M,1073.434993
296,0130PM,P,,,0,1.493,45,130,M,2402.755072
297,0129PM,P,,,4.792,7.337119,45,129,M,4095.980054
298,0129PM,P,,,3.078,4.792,40,129,M,2758.421208
299,0191PM,P,,,72.686,73.111,40,191,M,683.9723948
300,0129PM,P,,,0,3.078,45,129,M,4953.570834
301,0128PM,P,,,34.929,44.584533,50,128,M,15539.10446
302,0128PM,P,,,15.004,24.38,50,128,M,15089.23998
303,0125PM,P,,,18.608,21.006,65,125,M,3859.214265
304,0125PM,P,,,16.994,18.608,55,125,M,2597.486395
305,0125PM,P,,,9.782,16.994,65,125,M,11606.61261
306,0153PM,P,,,40.13,40.512513,30,153,M,615.5954445
307,0125PM,P,,,8.618,9.782,35,125,M,1873.279724
308,0125PM,P,,,0,6.889,65,125,M,11086.79342
309,0124PM,P,,,0,7.338,55,124,M,11809.3899
310,0128PM,P,,,8.421,11.104,35,128,M,4317.878257
311,0123PM,P,,,7.462,8.212,55,123,M,1207.009873
312,0123PM,P,,,0,7.462,65,123,M,12008.94931
313,0122PM,P,,,0,0.485,40,122,M,780.5338128
314,0121PM,P,,,39.575,40.23388,35,121,M,1060.367445
315,0121PM,P,,,38.808,39.575,45,121,M,1234.36935
316,0121PM,P,,,12.015,22.322,60,121,M,16587.54143
317,0121PM,P,,,10.557,12.015,55,121,M,2346.428907
318,0121PM,P,,,9.81,10.265,35,121,M,732.2522531
319,0121PM,P,,,1.6,9.429,60,121,M,12599.57882
320,0120PM,P,,,0,1.628,45,120,M,2620.017867
321,0209PM,P,,,12.788,18.942198,40,209,M,9904.240299
322,0119PM,P,,,6.594,8.754575,35,119,M,3477.114813
323,0118PM,P,,,14.873,15.719,40,118,M,1361.65125
324,0118PM,P,,,14.486,14.873,45,118,M,621.2384684
325,0118PM,P,,,8.504,9.103,40,118,M,963.998752
326,0118PM,P,,,6.544,6.85,40,118,M,492.4609976
327,0118PM,P,,,0.938,5.062,55,118,M,6636.948103
328,0118PM,P,,,0.563,0.938,35,118,M,603.5052072
329,0118PM,P,,,0,0.18,35,118,M,289.6832552
330,0117PM,P,,,11.521,12.210073,45,117,M,1108.958498
331,0117PM,P,,,8.9,9.342,45,117,M,711.331156
332,0117PM,P,,,8.278,8.9,35,117,M,1001.013506
333,0117PM,P,,,5.099,8.041,60,117,M,4734.699794
334,0117PM,P,,,1.334,4.721,60,117,M,5450.86009
335,0117PM,P,,,1.183,1.334,50,117,M,243.010242
336,0116PM,P,,,6.377,7.069554,35,116,M,1114.561116
337,0115PM,P,,,7.918,8.264437,30,115,M,557.5369976
338,0115PM,P,,,0.523,0.934,35,115,M,661.4417085
339,0114PM,P,,,1.835,2.487,40,114,M,1049.294426
340,0113PM,P,,,5.082,6.32,50,113,M,1992.371641
341,0113PM,P,,,4.738,5.082,40,113,M,553.6159597
342,0128PM,P,,,0,8.421,45,128,M,13552.31318
343,0113PM,P,,,1.382,2.745,50,113,M,2193.54112
344,0113PM,P,,,0,1.382,45,113,M,2224.117496
345,0112PM,P,,,7.988,8.217197,45,112,M,368.8579565
346,0112PM,P,,,5.956,7.988,50,112,M,3270.193546
347,0224PM,P,,,9.5,11.006,55,224,M,2423.675991
348,0112PM,P,,,0.648,1.069,50,112,M,677.5351069
349,0111PM,P,,,0,1.515,60,111,M,2438.161288
350,0110PM,P,,,0,3.491208,40,110,M,5618.566958
351,0109PM,P,,,0,1.539,35,109,M,2476.785118
352,0108PM,P,,,10.101,12.921557,50,108,M,4539.257513
353,0108PM,P,,,0,1.036,40,108,M,1667.283396
354,0107PM,P,,,0,1.503081,40,107,M,2418.978453
355,0106PM,P,,,1.377,6.823,40,106,M,8764.505473
356,0106PM,P,,,0,1.377,35,106,M,2216.070708
357,0132PM,P,,,41.753,46.541,65,132,M,7705.554681
358,0104PM,P,,,2.616,3.198113,55,104,M,938.1794804
359,0104PM,P,,,0.534,1.175,50,104,M,1031.591384
360,0102PM,P,,,19.726,20.091166,40,102,M,587.6793716
361,0102PM,P,,,16.583,16.756,40,102,M,278.4166045
362,0102PM,P,,,16.02,16.583,30,102,M,906.0627336
363,0102PM,P,,,0,14.057,55,102,M,22622.59353
364,0109PM,P,,,1.539,2.965313,50,109,M,2295.432319
365,0199PM,P,,,7.775,17.733,40,199,M,16025.88016
366,0101PM,P,,,14.284,20.206,40,101,M,9530.555184
367,0101PM,P,,,1.766,3.5,50,101,M,2790.608368
368,0099PM,P,,,1.548,2.018,35,99,M,756.3925209
369,0157PM,P,,,4.597,5.207645,25,157,M,982.7403557
370,0097PM,P,,,1.481,3.15,40,97,M,2686.000396
371,0097PM,P,,,0.555,1.481,50,97,M,1490.25552
372,0097PM,P,,,0,0.555,40,97,M,893.1875667
373,0095PM,P,,,25.462,51.374,55,95,M,41701.40458
374,0093PM,P,,,0,0.375057,35,93,M,603.5979004
375,0103PM,P,,,0,0.213081,30,103,M,342.9216979
376,0257PM,P,,,0,0.534,30,257,M,859.3917438
377,0240PM,P,,,0.948,1.202389,40,240,M,409.4001932
378,0092PM,P,,,7.722,12.602,35,92,M,7853.613834
379,0092PM,P,,,7.383,7.722,40,92,M,545.5699057
380,0092PM,P,,,6.686,7.383,50,92,M,1121.713984
381,0099PM,P,,,2.018,2.813,30,99,M,1279.430942
382,0273PM,P,,,1.186,1.952,40,273,M,1232.760981
383,0092PM,P,,,0.425,0.729,45,92,M,489.242497
384,0092PM,P,,,0,0.425,30,92,M,683.9719822
385,0091PM,P,,,40.217,458.79017,60,91,M,8043.511412
386,0091PM,P,,,38.982,40.217,45,91,M,1987.543259
387,0186PM,P,,,1.076,2.901,30,186,M,2937.058813
388,0091PM,P,,,32.539,34.811,45,91,M,3656.437429
389,0091PM,P,,,28.994,32.539,55,91,M,5705.13591
390,0091PM,P,,,28.262,28.994,45,91,M,1178.041717
391,0091PM,P,,,25.926,28.262,35,91,M,3759.435176
392,0091PM,P,,,24.858,25.926,45,91,M,1718.782399
393,0091PM,P,,,22.956,24.858,55,91,M,3060.97839
394,0191PM,P,,,69.959,70.937,55,191,M,1573.94082
395,0091PM,P,,,17.254,22.956,60,91,M,9176.498105
396,0235PM,P,,,2.9,3.223244,40,235,M,520.2112783
397,0091PM,P,,,15.631,16.167,60,91,M,862.6105009
398,0091PM,P,,,4.389,15.631,65,91,M,18092.28136
399,0091PM,P,,,2.705,4.389,60,91,M,2710.141181
400,0138PM,P,,,11.114,12.861,40,138,M,2811.530404
401,0091PM,P,,,0,2.705,55,91,M,4353.28411
402,0090PM,P,,,0.556,1.182445,50,90,M,1008.167242
403,0318PM,P,,,0,2.22,40,318,M,3572.750753
404,0089PM,P,,,498.473,499.574,40,89,M,1771.89734
405,0198PM,P,,,6.036,6.55,45,198,M,827.20516
406,0089PM,P,,,480.67,486.721,60,89,M,9738.190756
407,0089PM,P,,,478.309,480.67,45,89,M,3799.682403
408,0089PM,P,,,472.193,478.309,45,89,M,9842.798893
409,0160PM,P,,,1.616,2.629,30,160,M,1630.269326
410,0089PM,P,,,462.297,470.073,50,89,M,12514.32401
411,0089PM,P,,,459.135,462.297,40,89,M,5088.772831
412,0089PM,P,,,418.019,427.637,55,89,M,15478.75121
413,0089PM,P,,,416.837,418.019,45,89,M,1902.254171
414,0092PM,P,,,13.837,23.238,20,92,M,15129.47286
415,0089PM,P,,,415.263,416.837,40,89,M,2533.120424
416,0089PM,P,,,427.637,428.489,45,89,M,1371.169781
417,0089PM,P,,,410.359,411.939,50,89,M,2542.777001
418,0191PM,P,,,126.557,128.996,45,191,M,3925.197366
419,0089PM,P,,,398.617,410.359,55,89,M,18897.01589
420,0089PM,P,,,387.535,396.376,40,89,M,14228.28458
421,0100PM,P,,,0,0.619,30,100,M,996.1851393
422,0108PM,P,,,1.036,10.101,45,108,M,14588.73211
423,0089PM,P,,,385.041,387.535,45,89,M,4013.7252
424,0153PM,P,,,35.025,40.13,40,153,M,8215.716987
425,0089PM,P,,,380.671,381.924,40,89,M,2016.51869
426,0104PM,P,,,0,0.534,45,104,M,859.3913467
427,0089PM,P,,,364.318,375.088,40,89,M,17332.72594
428,0089PM,P,,,348.966,350.025,35,89,M,1704.303826
429,0089PM,P,,,347.512,348.235,35,89,M,1163.561823
430,0089PM,P,,,345.31,347.512,45,89,M,3543.793538
431,0160PM,P,,,0,1.616,40,160,M,2600.704619
432,0089PM,P,,,333.484,334.07,45,89,M,943.0802485
433,0089PM,P,,,334.07,336.867,35,89,M,4501.358333
434,0126PM,P,,,10.872,11.373,50,126,M,806.2827524
435,0089PM,P,,,329.826,333.484,50,89,M,5887.010774
436,0089PM,P,,,329.409,329.826,40,89,M,671.1005238
437,0131PM,P,,,0,2.772228,45,131,M,4461.477931
438,0089PM,P,,,328.285,328.466,40,89,M,291.2927109
439,0089PM,P,,,324.854,328.285,50,89,M,5521.687772
440,0113PM,P,,,6.32,6.691,35,113,M,597.0680284
441,0089PM,P,,,285.747,308.219,65,89,M,36165.3675
442,0101PM,P,,,21.21,21.78495,30,101,M,925.2935744
443,0089PM,P,,,283.832,284.931,35,89,M,1768.677686
444,0089PM,P,,,279.192,279.92,55,89,M,1171.608035
445,0089PM,P,,,278.762,279.192,40,89,M,692.0214341
446,0089PM,P,,,264.5,276.978,65,89,M,20081.50013
447,0089PM,P,,,263.868,264.5,45,89,M,1017.110554
448,0162PM,P,,,12.48,13.953,45,162,M,2370.567916
449,0089PM,P,,,257.342,262.165,65,89,M,7761.906148
450,0089PM,P,,,250.635,254.651,65,89,M,6463.158312
451,0089PM,P,,,242.148,242.371,45,89,M,358.8859106
452,0089PM,P,,,241.24,242.148,30,89,M,1461.29112
453,0089PM,P,,,239.143,241.24,45,89,M,3374.812971
454,0089PM,P,,,238.635,239.143,55,89,M,817.5513075
