OBJECTID,LAYER_ID,LAYER_SEGMENT_ID,SHORT_NAME,LAYER_CODE,HPMS_DATA_ITEM,ROUTE_DIR_ID,ROUTE_NAME,START_ACCUM,END_ACCUM,URBAN_CODE,URBAN_DESC,ERR_CD
195760998,14,6818748,Urban Code,URBAN-CODE,Urban_Code,1333,0015,1.507,15.922,77446,St. George,0
195760999,14,6818749,Urban Code,URBAN-CODE,Urban_Code,1333,0015,376.594,383.218,99998,Small Urban,0
195761000,14,6818750,Urban Code,URBAN-CODE,Urban_Code,1333,0015,0,1.507,99999,Rurall,0
195761001,14,6818751,Urban Code,URBAN-CODE,Urban_Code,1333,0015,20.797,51.157,99999,Rurall,0
195761002,14,6818752,Urban Code,URBAN-CODE,Urban_Code,1333,0015,66.812,221.719,99999,Rurall,0
195761003,14,6819147,Urban Code,URBAN-CODE,Urban_Code,2336,1120,2.498,3.018,99998,Small Urban,0
195761004,14,6819148,Urban Code,URBAN-CODE,Urban_Code,2336,1120,0,2.498,99999,Rurall,0
195761005,14,6819149,Urban Code,URBAN-CODE,Urban_Code,5928,1121,0,0.753,99998,Small Urban,0
195761006,14,6819150,Urban Code,URBAN-CODE,Urban_Code,1608,1122,0,6.19,99999,Rurall,0
195761007,14,6819151,Urban Code,URBAN-CODE,Urban_Code,2202,1124,0,4.233,99998,Small Urban,0
195761008,14,6819152,Urban Code,URBAN-CODE,Urban_Code,5927,1125,0,0.996,99998,Small Urban,0
195761009,14,6819153,Urban Code,URBAN-CODE,Urban_Code,2203,1126,0,1.711,99998,Small Urban,0
195761010,14,6819154,Urban Code,URBAN-CODE,Urban_Code,2500,1127,0,1.801,99998,Small Urban,0
195761011,14,6819155,Urban Code,URBAN-CODE,Urban_Code,1609,1128,0,1.473,99998,Small Urban,0
195761012,14,6819176,Urban Code,URBAN-CODE,Urban_Code,1615,1170,0,1.564,50959,Logan,0
195761013,14,6819177,Urban Code,URBAN-CODE,Urban_Code,1615,1170,1.564,4.234,99999,Rurall,0
195761014,14,6819178,Urban Code,URBAN-CODE,Urban_Code,2212,1172,0,1.82,50959,Logan,0
195761015,14,6819179,Urban Code,URBAN-CODE,Urban_Code,1616,1174,0,1.838,50959,Logan,0
195761016,14,6819180,Urban Code,URBAN-CODE,Urban_Code,5929,1175,0,1.138,50959,Logan,0
195761061,14,6818536,Urban Code,URBAN-CODE,Urban_Code,1871,2478,0,9.717,99999,Rurall,0
195761116,14,6818767,Urban Code,URBAN-CODE,Urban_Code,306,0025,0,9.995,99999,Rurall,0
195761117,14,6818768,Urban Code,URBAN-CODE,Urban_Code,1341,0026,0,3.724,64945,Ogden - Layton,0
195761118,14,6818790,Urban Code,URBAN-CODE,Urban_Code,310,0040,140.104,150.564,99998,Small Urban,0
195761119,14,6818791,Urban Code,URBAN-CODE,Urban_Code,310,0040,0,0.147,99999,Rurall,0
195761120,14,6818792,Urban Code,URBAN-CODE,Urban_Code,310,0040,4.436,15.277,99999,Rurall,0
195761121,14,6819197,Urban Code,URBAN-CODE,Urban_Code,1621,1192,0,3.288,50959,Logan,0
195761122,14,6819198,Urban Code,URBAN-CODE,Urban_Code,5932,1193,0,1.464,50959,Logan,0
195761123,14,6819199,Urban Code,URBAN-CODE,Urban_Code,449,1195,0,0.564,50959,Logan,0
195761124,14,6819200,Urban Code,URBAN-CODE,Urban_Code,2507,1196,0,0.64,50959,Logan,0
195761125,14,6819201,Urban Code,URBAN-CODE,Urban_Code,359,1197,0,4.687,50959,Logan,0
195761126,14,6819202,Urban Code,URBAN-CODE,Urban_Code,2216,1200,0,1.625,50959,Logan,0
195761127,14,6819204,Urban Code,URBAN-CODE,Urban_Code,2217,1206,0,0.73,50959,Logan,0
195761128,14,6819205,Urban Code,URBAN-CODE,Urban_Code,1624,1208,0,2.301,50959,Logan,0
195761129,14,6819206,Urban Code,URBAN-CODE,Urban_Code,2218,1210,0,0.89,50959,Logan,0
195761130,14,6818545,Urban Code,URBAN-CODE,Urban_Code,5978,2491,0,6.084,99999,Rurall,0
195761095,14,6818762,Urban Code,URBAN-CODE,Urban_Code,305,0021,0,107.575,99999,Rurall,0
195761096,14,6819165,Urban Code,URBAN-CODE,Urban_Code,2206,1138,1.01,4,99999,Rurall,0
195761097,14,6819166,Urban Code,URBAN-CODE,Urban_Code,5925,1139,0,1.742,99999,Rurall,0
195761098,14,6818788,Urban Code,URBAN-CODE,Urban_Code,310,0040,15.277,21.827,99998,Small Urban,0
195761099,14,6818789,Urban Code,URBAN-CODE,Urban_Code,310,0040,0.147,4.436,99998,Small Urban,0
195761100,14,6819191,Urban Code,URBAN-CODE,Urban_Code,1620,1186,0,5.361,99999,Rurall,0
195761101,14,6819192,Urban Code,URBAN-CODE,Urban_Code,2504,1187,0,3.063,99999,Rurall,0
195761102,14,6819193,Urban Code,URBAN-CODE,Urban_Code,2505,1188,0,3.39,99999,Rurall,0
195761103,14,6819194,Urban Code,URBAN-CODE,Urban_Code,5965,1189,0,0.771,50959,Logan,0
195761104,14,6819195,Urban Code,URBAN-CODE,Urban_Code,2215,1190,0,4.12,50959,Logan,0
195761105,14,6819196,Urban Code,URBAN-CODE,Urban_Code,5933,1191,0,0.551,50959,Logan,0
195761106,14,6818539,Urban Code,URBAN-CODE,Urban_Code,6652,2481,0,3.426,99999,Rurall,0
195761107,14,6818540,Urban Code,URBAN-CODE,Urban_Code,1872,2482,0,2.648,99999,Rurall,0
195761108,14,6818541,Urban Code,URBAN-CODE,Urban_Code,6033,2484,0,2.8,99999,Rurall,0
195761110,14,6818542,Urban Code,URBAN-CODE,Urban_Code,1873,2486,0,1.249,99999,Rurall,0
195761111,14,6818543,Urban Code,URBAN-CODE,Urban_Code,1874,2488,0,3.414,99999,Rurall,0
195761112,14,6818763,Urban Code,URBAN-CODE,Urban_Code,1338,0022,0,6.852,99999,Rurall,0
195761113,14,6818764,Urban Code,URBAN-CODE,Urban_Code,1339,0023,0,2.688,50959,Logan,0
195761114,14,6818765,Urban Code,URBAN-CODE,Urban_Code,1339,0023,2.688,29.89,99999,Rurall,0
195761115,14,6818766,Urban Code,URBAN-CODE,Urban_Code,1340,0024,0,160.294,99999,Rurall,0
195761247,14,6820135,Urban Code,URBAN-CODE,Urban_Code,1991,3166,0,6.623,77446,St. George,0
195761248,14,6820244,Urban Code,URBAN-CODE,Urban_Code,2027,3404,0,5.801,64945,Ogden - Layton,0
195761249,14,6820245,Urban Code,URBAN-CODE,Urban_Code,6205,3406,0,0.86,64945,Ogden - Layton,0
195761250,14,6820246,Urban Code,URBAN-CODE,Urban_Code,6206,3408,0,2.29,64945,Ogden - Layton,0
195761251,14,6820247,Urban Code,URBAN-CODE,Urban_Code,6207,3410,0,2.29,64945,Ogden - Layton,0
195761252,14,6820248,Urban Code,URBAN-CODE,Urban_Code,5616,3412,0,2.15,64945,Ogden - Layton,0
195761062,14,6818753,Urban Code,URBAN-CODE,Urban_Code,1333,0015,228.055,239.93,99999,Rurall,0
195761063,14,6818754,Urban Code,URBAN-CODE,Urban_Code,1333,0015,368.147,376.594,99999,Rurall,0
195761064,14,6818755,Urban Code,URBAN-CODE,Urban_Code,1333,0015,383.218,400.592,99999,Rurall,0
195761065,14,6818756,Urban Code,URBAN-CODE,Urban_Code,1334,0016,0,29.359,99999,Rurall,0
195761066,14,6818757,Urban Code,URBAN-CODE,Urban_Code,1335,0017,0,4.133,99998,Small Urban,0
195761067,14,6819156,Urban Code,URBAN-CODE,Urban_Code,2501,1129,0,3.127,99998,Small Urban,0
195761068,14,6819157,Urban Code,URBAN-CODE,Urban_Code,1610,1130,0,8.298,99999,Rurall,0
195761069,14,6819158,Urban Code,URBAN-CODE,Urban_Code,1611,1132,0,0.245,99998,Small Urban,0
195761070,14,6819159,Urban Code,URBAN-CODE,Urban_Code,1611,1132,0.245,3.761,99999,Rurall,0
195761071,14,6819160,Urban Code,URBAN-CODE,Urban_Code,1612,1133,0,1.494,99999,Rurall,0
195761072,14,6819161,Urban Code,URBAN-CODE,Urban_Code,2204,1134,0,1.9,99999,Rurall,0
195761073,14,6819164,Urban Code,URBAN-CODE,Urban_Code,2206,1138,0,1.01,99998,Small Urban,0
195761074,14,6819181,Urban Code,URBAN-CODE,Urban_Code,1617,1176,0,2.556,50959,Logan,0
195761075,14,6819182,Urban Code,URBAN-CODE,Urban_Code,5930,1177,0,1.768,50959,Logan,0
195761076,14,6819183,Urban Code,URBAN-CODE,Urban_Code,1618,1178,0,2.663,50959,Logan,0
195761077,14,6819184,Urban Code,URBAN-CODE,Urban_Code,5931,1179,0,0.429,50959,Logan,0
195761078,14,6819190,Urban Code,URBAN-CODE,Urban_Code,1619,1184,0,5.673,99999,Rurall,0
195761079,14,6819187,Urban Code,URBAN-CODE,Urban_Code,2214,1182,0,0.828,50959,Logan,0
195761080,14,6819188,Urban Code,URBAN-CODE,Urban_Code,2214,1182,0.828,4.32,99999,Rurall,0
195761081,14,6819189,Urban Code,URBAN-CODE,Urban_Code,1619,1184,5.673,7.058,50959,Logan,0
195761082,14,6818537,Urban Code,URBAN-CODE,Urban_Code,6651,2479,0,4.732,99999,Rurall,0
195761083,14,6818530,Urban Code,URBAN-CODE,Urban_Code,6028,2470,0,2.5,99999,Rurall,0
195761085,14,6818532,Urban Code,URBAN-CODE,Urban_Code,6650,2473,0,2.783,99999,Rurall,0
195761087,14,6818535,Urban Code,URBAN-CODE,Urban_Code,6649,2477,0,1.11,99999,Rurall,0
195761089,14,6315765,Urban Code,URBAN-CODE,Urban_Code,6822,0015NR25711,0,0.385,77446,St. George,0
195761090,14,6818538,Urban Code,URBAN-CODE,Urban_Code,6032,2480,0,2.15,99999,Rurall,0
195761091,14,6818758,Urban Code,URBAN-CODE,Urban_Code,1335,0017,4.133,6.06,99999,Rurall,0
195761092,14,6818759,Urban Code,URBAN-CODE,Urban_Code,304,0018,0,9.855,77446,St. George,0
195761093,14,6818760,Urban Code,URBAN-CODE,Urban_Code,1336,0019,0,4.552,99999,Rurall,0
195761094,14,6818761,Urban Code,URBAN-CODE,Urban_Code,1337,0020,0,20.492,99999,Rurall,0
195761185,14,6818779,Urban Code,URBAN-CODE,Urban_Code,1347,0036,58.705,66.406,99998,Small Urban,0
195761186,14,6818793,Urban Code,URBAN-CODE,Urban_Code,310,0040,21.827,111.141,99999,Rurall,0
195761187,14,6818794,Urban Code,URBAN-CODE,Urban_Code,310,0040,115.425,140.104,99999,Rurall,0
195761188,14,6818795,Urban Code,URBAN-CODE,Urban_Code,310,0040,150.564,174.624,99999,Rurall,0
195761189,14,6818796,Urban Code,URBAN-CODE,Urban_Code,1352,0042,0,7.39,99999,Rurall,0
195761190,14,6818797,Urban Code,URBAN-CODE,Urban_Code,311,0043,0,10.557,99999,Rurall,0
195761191,14,6818798,Urban Code,URBAN-CODE,Urban_Code,1353,0044,0,27.995,99999,Rurall,0
195761192,14,6818799,Urban Code,URBAN-CODE,Urban_Code,1354,0045,38.081,40.028,99998,Small Urban,0
195761193,14,6818806,Urban Code,URBAN-CODE,Urban_Code,313,0052,0,4.122,72559,Provo-Orem,0
195761194,14,6820458,Urban Code,URBAN-CODE,Urban_Code,1411,0132,34.801,63.132,99999,Rurall,0
195761195,14,6818800,Urban Code,URBAN-CODE,Urban_Code,1354,0045,0,38.081,99999,Rurall,0
195761196,14,6818801,Urban Code,URBAN-CODE,Urban_Code,1355,0046,0,21.595,99999,Rurall,0
195761198,14,6818805,Urban Code,URBAN-CODE,Urban_Code,1357,0051,0,3.339,72559,Provo-Orem,0
195761199,14,6818807,Urban Code,URBAN-CODE,Urban_Code,1358,0053,0,1.949,64945,Ogden - Layton,0
195761200,14,6819207,Urban Code,URBAN-CODE,Urban_Code,1625,1212,0,3.289,50959,Logan,0
195761201,14,6819208,Urban Code,URBAN-CODE,Urban_Code,2219,1214,0,3.706,50959,Logan,0
195761202,14,6819209,Urban Code,URBAN-CODE,Urban_Code,2508,1218,0,0.75,50959,Logan,0
195761203,14,6819210,Urban Code,URBAN-CODE,Urban_Code,1626,1220,0,1.513,50959,Logan,0
195761204,14,6819211,Urban Code,URBAN-CODE,Urban_Code,1627,1222,0,0.778,50959,Logan,0
195761205,14,6819212,Urban Code,URBAN-CODE,Urban_Code,5967,1223,0,1.129,50959,Logan,0
195761206,14,6819213,Urban Code,URBAN-CODE,Urban_Code,1628,1224,0,0.892,50959,Logan,0
195761207,14,6819214,Urban Code,URBAN-CODE,Urban_Code,2509,1226,0,0.776,50959,Logan,0
195761208,14,6819215,Urban Code,URBAN-CODE,Urban_Code,2220,1228,0,0.57,50959,Logan,0
195761253,14,6819064,Urban Code,URBAN-CODE,Urban_Code,1437,0173,0,9.939,78499,Salt Lake City,0
195761254,14,6819065,Urban Code,URBAN-CODE,Urban_Code,1438,0174,0,8.122,99999,Rurall,0
195761255,14,6819066,Urban Code,URBAN-CODE,Urban_Code,6715,0175,0,4.86,78499,Salt Lake City,0
195761256,14,6819067,Urban Code,URBAN-CODE,Urban_Code,347,0178,0,1.198,72559,Provo-Orem,0
195761257,14,6819068,Urban Code,URBAN-CODE,Urban_Code,1439,0180,0,1.019,72559,Provo-Orem,0
195761258,14,6820112,Urban Code,URBAN-CODE,Urban_Code,6742,3131,0,3.5,99999,Rurall,0
195761259,14,6820113,Urban Code,URBAN-CODE,Urban_Code,2285,3132,0,7.51,99999,Rurall,0
195761260,14,6818631,Urban Code,URBAN-CODE,Urban_Code,2376,2606,0,6.95,99999,Rurall,0
195761261,14,6818632,Urban Code,URBAN-CODE,Urban_Code,1892,2608,0,13.015,99999,Rurall,0
195761262,14,6818633,Urban Code,URBAN-CODE,Urban_Code,5997,2609,0,0.305,99998,Small Urban,0
195761157,14,6820462,Urban Code,URBAN-CODE,Urban_Code,304,0018,9.855,51.005,99999,Rurall,0
195761174,14,6819469,Urban Code,URBAN-CODE,Urban_Code,1708,1704,1.539,35.826,99999,Rurall,0
195761175,14,6818769,Urban Code,URBAN-CODE,Urban_Code,1342,0028,37.574,43.612,99998,Small Urban,0
195761176,14,6818770,Urban Code,URBAN-CODE,Urban_Code,1342,0028,0,37.574,99999,Rurall,0
195761177,14,6818771,Urban Code,URBAN-CODE,Urban_Code,307,0029,0,21.732,99999,Rurall,0
195761178,14,6818772,Urban Code,URBAN-CODE,Urban_Code,1343,0030,108.138,109.93,50959,Logan,0
195761180,14,6818774,Urban Code,URBAN-CODE,Urban_Code,1343,0030,109.93,135.62,99999,Rurall,0
195761181,14,6818775,Urban Code,URBAN-CODE,Urban_Code,1344,0031,0,47.746,99999,Rurall,0
195761182,14,6818776,Urban Code,URBAN-CODE,Urban_Code,1345,0032,0,29.053,99999,Rurall,0
195761183,14,6818777,Urban Code,URBAN-CODE,Urban_Code,308,0034,0,2.15,77446,St. George,0
195761184,14,6818778,Urban Code,URBAN-CODE,Urban_Code,1346,0035,0,62.012,99999,Rurall,0
195761236,14,6820109,Urban Code,URBAN-CODE,Urban_Code,2284,3128,0,1.69,99999,Rurall,0
195761237,14,6820110,Urban Code,URBAN-CODE,Urban_Code,1983,3130,0,2.245,99998,Small Urban,0
195761239,14,6820124,Urban Code,URBAN-CODE,Urban_Code,1987,3154,0,5.949,77446,St. George,0
195761240,14,6820125,Urban Code,URBAN-CODE,Urban_Code,6055,3156,0,0.41,77446,St. George,0
195761241,14,6820127,Urban Code,URBAN-CODE,Urban_Code,1988,3158,0,6.938,77446,St. George,0
195761242,14,6820129,Urban Code,URBAN-CODE,Urban_Code,1989,3160,0,0.922,77446,St. George,0
195761243,14,6820130,Urban Code,URBAN-CODE,Urban_Code,5622,3161,0,1.14,77446,St. George,0
195761244,14,6820131,Urban Code,URBAN-CODE,Urban_Code,1990,3162,0,2.048,77446,St. George,0
195761245,14,6820132,Urban Code,URBAN-CODE,Urban_Code,2516,3163,0,0.91,77446,St. George,0
195761246,14,6820134,Urban Code,URBAN-CODE,Urban_Code,5606,3165,0,0.587,77446,St. George,0
195761209,14,6819471,Urban Code,URBAN-CODE,Urban_Code,1709,1708,0,7.507,99999,Rurall,0
195761211,14,6819467,Urban Code,URBAN-CODE,Urban_Code,2366,1702,0,27.58,99999,Rurall,0
195761212,14,6819468,Urban Code,URBAN-CODE,Urban_Code,1708,1704,0,1.539,99998,Small Urban,0
195761214,14,6818780,Urban Code,URBAN-CODE,Urban_Code,1347,0036,50.993,58.705,99998,Small Urban,0
195761215,14,6818781,Urban Code,URBAN-CODE,Urban_Code,1347,0036,0.036,50.993,99999,Rurall,0
195761216,14,6818782,Urban Code,URBAN-CODE,Urban_Code,309,0037,0,12.351,64945,Ogden - Layton,0
195761217,14,6818783,Urban Code,URBAN-CODE,Urban_Code,1348,0038,0,0.908,64945,Ogden - Layton,0
195761218,14,6818784,Urban Code,URBAN-CODE,Urban_Code,1348,0038,0.908,18.952,99999,Rurall,0
195761219,14,6818808,Urban Code,URBAN-CODE,Urban_Code,1359,0054,0,1.344,99999,Rurall,0
195761220,14,6818809,Urban Code,URBAN-CODE,Urban_Code,1360,0055,0,2.942,99998,Small Urban,0
195761221,14,6818810,Urban Code,URBAN-CODE,Urban_Code,314,0056,55.402,61.502,99998,Small Urban,0
195761222,14,6818811,Urban Code,URBAN-CODE,Urban_Code,314,0056,0,55.402,99999,Rurall,0
195761223,14,6818812,Urban Code,URBAN-CODE,Urban_Code,1361,0057,0,10.691,99999,Rurall,0
195761224,14,6819216,Urban Code,URBAN-CODE,Urban_Code,2221,1230,0,0.77,50959,Logan,0
195761225,14,6819219,Urban Code,URBAN-CODE,Urban_Code,2223,1236,0,2.23,50959,Logan,0
195761226,14,6819220,Urban Code,URBAN-CODE,Urban_Code,2511,1238,0,0.754,50959,Logan,0
195761227,14,6819221,Urban Code,URBAN-CODE,Urban_Code,5966,1239,0,1.909,50959,Logan,0
195761228,14,6819222,Urban Code,URBAN-CODE,Urban_Code,2224,1240,0,2.414,50959,Logan,0
195761229,14,6819223,Urban Code,URBAN-CODE,Urban_Code,1630,1242,0,2.711,50959,Logan,0
195761230,14,6819224,Urban Code,URBAN-CODE,Urban_Code,1631,1244,0,2.115,50959,Logan,0
195761231,14,6819225,Urban Code,URBAN-CODE,Urban_Code,2225,1248,0,0.4,50959,Logan,0
195761232,14,6819062,Urban Code,URBAN-CODE,Urban_Code,346,0171,0,15.66,78499,Salt Lake City,0
195761233,14,6819063,Urban Code,URBAN-CODE,Urban_Code,1436,0172,0,9.218,78499,Salt Lake City,0
195761234,14,6820107,Urban Code,URBAN-CODE,Urban_Code,2283,3126,0.016,2.861,99999,Rurall,0
195761235,14,6820108,Urban Code,URBAN-CODE,Urban_Code,6012,3127,0,0.867,99998,Small Urban,0
195761417,14,6818656,Urban Code,URBAN-CODE,Urban_Code,2391,2650,16.672,18.978,99998,Small Urban,0
195761418,14,6818657,Urban Code,URBAN-CODE,Urban_Code,2391,2650,0,16.672,99999,Rurall,0
195761419,14,6818658,Urban Code,URBAN-CODE,Urban_Code,5960,2651,0,2.86,99998,Small Urban,0
195761420,14,6818659,Urban Code,URBAN-CODE,Urban_Code,1894,2652,0,15.081,99999,Rurall,0
195761421,14,6820157,Urban Code,URBAN-CODE,Urban_Code,2001,3204,0,5.6,77446,St. George,0
195761422,14,6820158,Urban Code,URBAN-CODE,Urban_Code,2256,3206,0,6.1,99999,Rurall,0
195761423,14,6820160,Urban Code,URBAN-CODE,Urban_Code,5623,3209,0,12.493,99999,Rurall,0
195761424,14,6820162,Urban Code,URBAN-CODE,Urban_Code,2259,3212,0,1,99999,Rurall,0
195761425,14,6820165,Urban Code,URBAN-CODE,Urban_Code,5624,3217,0,8.831,99999,Rurall,0
195761426,14,6820169,Urban Code,URBAN-CODE,Urban_Code,5625,3223,0,1.256,99999,Rurall,0
195761427,14,6820271,Urban Code,URBAN-CODE,Urban_Code,2041,3456,0,0.835,64945,Ogden - Layton,0
195761428,14,6820272,Urban Code,URBAN-CODE,Urban_Code,2042,3458,0,3.613,64945,Ogden - Layton,0
195761429,14,6820273,Urban Code,URBAN-CODE,Urban_Code,6216,3460,0,3.028,99999,Rurall,0
195761263,14,6818634,Urban Code,URBAN-CODE,Urban_Code,1893,2610,0,23.502,99999,Rurall,0
195761265,14,6820136,Urban Code,URBAN-CODE,Urban_Code,2252,3168,0,1.05,77446,St. George,0
195761266,14,6820137,Urban Code,URBAN-CODE,Urban_Code,1992,3172,0,2.834,77446,St. George,0
195761267,14,6820138,Urban Code,URBAN-CODE,Urban_Code,1993,3174,0,3.797,77446,St. George,0
195761268,14,6820139,Urban Code,URBAN-CODE,Urban_Code,1994,3176,0,1.421,77446,St. George,0
195761269,14,6820249,Urban Code,URBAN-CODE,Urban_Code,2028,3414,0,1.73,64945,Ogden - Layton,0
195761270,14,6820250,Urban Code,URBAN-CODE,Urban_Code,2029,3416,0,2.273,64945,Ogden - Layton,0
195761271,14,6820251,Urban Code,URBAN-CODE,Urban_Code,2030,3418,0,1.046,64945,Ogden - Layton,0
195761272,14,6820252,Urban Code,URBAN-CODE,Urban_Code,6208,3420,0,0.36,64945,Ogden - Layton,0
195761273,14,6820253,Urban Code,URBAN-CODE,Urban_Code,6209,3422,0,1.3,64945,Ogden - Layton,0
195761274,14,6820254,Urban Code,URBAN-CODE,Urban_Code,6210,3424,0,1.57,64945,Ogden - Layton,0
195761304,14,6820145,Urban Code,URBAN-CODE,Urban_Code,5604,3187,0,2.289,77446,St. George,0
195761305,14,6820146,Urban Code,URBAN-CODE,Urban_Code,6332,3188,0,14.697,99998,Small Urban,0
195761306,14,6820147,Urban Code,URBAN-CODE,Urban_Code,5605,3189,0,2.895,77446,St. George,0
195761307,14,6820149,Urban Code,URBAN-CODE,Urban_Code,1999,3191,0,0.151,77446,St. George,0
195761309,14,6820259,Urban Code,URBAN-CODE,Urban_Code,5617,3434,0,1.628,64945,Ogden - Layton,0
195761310,14,6820260,Urban Code,URBAN-CODE,Urban_Code,2033,3436,0,0.971,64945,Ogden - Layton,0
195761311,14,6820261,Urban Code,URBAN-CODE,Urban_Code,2034,3438,0,4.963,64945,Ogden - Layton,0
195761312,14,6820262,Urban Code,URBAN-CODE,Urban_Code,2035,3440,0,6.373,64945,Ogden - Layton,0
195761313,14,6819069,Urban Code,URBAN-CODE,Urban_Code,402,0186,0,8.553,78499,Salt Lake City,0
195761314,14,6819070,Urban Code,URBAN-CODE,Urban_Code,403,0189,26.496,28.89,99998,Small Urban,0
195761315,14,6819071,Urban Code,URBAN-CODE,Urban_Code,403,0189,0,10.39,72559,Provo-Orem,0
195761316,14,6819072,Urban Code,URBAN-CODE,Urban_Code,403,0189,10.39,26.496,99999,Rurall,0
195761317,14,6819073,Urban Code,URBAN-CODE,Urban_Code,404,0190,0,2.525,78499,Salt Lake City,0
195761319,14,6819075,Urban Code,URBAN-CODE,Urban_Code,350,0191,117.047,128.296,99998,Small Urban,0
195761320,14,6819076,Urban Code,URBAN-CODE,Urban_Code,350,0191,352.611,355.958,99998,Small Urban,0
195761321,14,6819077,Urban Code,URBAN-CODE,Urban_Code,350,0191,355.958,404.168,99999,Rurall,0
195761322,14,6818648,Urban Code,URBAN-CODE,Urban_Code,2383,2626,0,4.95,99999,Rurall,0
195761323,14,6818653,Urban Code,URBAN-CODE,Urban_Code,2388,2644,0,13.6,99999,Rurall,0
195761275,14,6820255,Urban Code,URBAN-CODE,Urban_Code,6211,3426,0,0.31,64945,Ogden - Layton,0
195761276,14,6820256,Urban Code,URBAN-CODE,Urban_Code,6212,3428,0,0.28,64945,Ogden - Layton,0
195761277,14,6820257,Urban Code,URBAN-CODE,Urban_Code,2031,3430,0,1.554,64945,Ogden - Layton,0
195761278,14,6820258,Urban Code,URBAN-CODE,Urban_Code,2032,3432,0,2.178,64945,Ogden - Layton,0
195761279,14,6927422,Urban Code,URBAN-CODE,Urban_Code,5973,2544,0.953,5.447,99999,Rurall,0
195761280,14,6927430,Urban Code,URBAN-CODE,Urban_Code,7005,2547,0,0.341,99999,Rurall,0
195761281,14,6927920,Urban Code,URBAN-CODE,Urban_Code,6978,2607,0,1.19,99998,Small Urban,0
195761282,14,6927786,Urban Code,URBAN-CODE,Urban_Code,1890,2598,2.444,3.488,99998,Small Urban,0
195761283,14,6927831,Urban Code,URBAN-CODE,Urban_Code,6000,2599,0.837,0.94,99998,Small Urban,0
195761284,14,6927462,Urban Code,URBAN-CODE,Urban_Code,5954,2549,1.041,1.374,99998,Small Urban,0
195761285,14,6927496,Urban Code,URBAN-CODE,Urban_Code,5952,2551,2.398,2.775,99998,Small Urban,0
195761286,14,6927533,Urban Code,URBAN-CODE,Urban_Code,1885,2554,0,34.352,99999,Rurall,0
195761287,14,6927876,Urban Code,URBAN-CODE,Urban_Code,6001,2601,0.122,0.327,99998,Small Urban,0
195761288,14,6818636,Urban Code,URBAN-CODE,Urban_Code,2535,2612,0,4.417,99999,Rurall,0
195761289,14,6818637,Urban Code,URBAN-CODE,Urban_Code,6008,2613,0,3.392,99998,Small Urban,0
195761291,14,6818639,Urban Code,URBAN-CODE,Urban_Code,6007,2615,0,0.228,99998,Small Urban,0
195761295,14,6818643,Urban Code,URBAN-CODE,Urban_Code,5996,2619,0,0.309,99998,Small Urban,0
195761297,14,6818645,Urban Code,URBAN-CODE,Urban_Code,6002,2621,0,3.083,99999,Rurall,0
195761299,14,6820140,Urban Code,URBAN-CODE,Urban_Code,1995,3178,0,1.535,77446,St. George,0
195761300,14,6820141,Urban Code,URBAN-CODE,Urban_Code,1996,3180,0,0.92,77446,St. George,0
195761301,14,6820142,Urban Code,URBAN-CODE,Urban_Code,1997,3184,0,6.59,77446,St. George,0
195761302,14,6820143,Urban Code,URBAN-CODE,Urban_Code,1997,3184,6.59,24.956,99999,Rurall,0
195761303,14,6820144,Urban Code,URBAN-CODE,Urban_Code,2253,3186,0,18,99999,Rurall,0
195761324,14,6818654,Urban Code,URBAN-CODE,Urban_Code,2389,2646,0,3.56,99999,Rurall,0
195761325,14,6820152,Urban Code,URBAN-CODE,Urban_Code,2000,3196,0,8.33,77446,St. George,0
195761326,14,6820153,Urban Code,URBAN-CODE,Urban_Code,5607,3197,0,4.851,99999,Rurall,0
195761327,14,6820154,Urban Code,URBAN-CODE,Urban_Code,2254,3200,0,3.503,77446,St. George,0
195761328,14,6820155,Urban Code,URBAN-CODE,Urban_Code,2254,3200,3.503,7.482,99999,Rurall,0
195761329,14,6820263,Urban Code,URBAN-CODE,Urban_Code,2036,3442,0,6.039,64945,Ogden - Layton,0
195761330,14,6820264,Urban Code,URBAN-CODE,Urban_Code,6213,3444,0,2.224,64945,Ogden - Layton,0
195761331,14,6820265,Urban Code,URBAN-CODE,Urban_Code,6214,3446,0,1.878,64945,Ogden - Layton,0
195761332,14,6820266,Urban Code,URBAN-CODE,Urban_Code,2037,3448,0,0.495,64945,Ogden - Layton,0
195761333,14,6820267,Urban Code,URBAN-CODE,Urban_Code,2038,3450,0,1.172,64945,Ogden - Layton,0
195761334,14,6820268,Urban Code,URBAN-CODE,Urban_Code,2039,3452,0,1.685,64945,Ogden - Layton,0
195761335,14,6820269,Urban Code,URBAN-CODE,Urban_Code,2040,3453,0,0.739,64945,Ogden - Layton,0
195761336,14,6820270,Urban Code,URBAN-CODE,Urban_Code,6215,3454,0,1.02,64945,Ogden - Layton,0
195761359,14,7093694,Urban Code,URBAN-CODE,Urban_Code,6196,3386,0.426,0.5,64945,Ogden - Layton,0
195761416,14,6818655,Urban Code,URBAN-CODE,Urban_Code,2390,2648,0,3.4,99999,Rurall,0
195761513,14,6818660,Urban Code,URBAN-CODE,Urban_Code,5959,2653,0,4.043,99998,Small Urban,0
195761514,14,6818661,Urban Code,URBAN-CODE,Urban_Code,1895,2654,0,1.246,99998,Small Urban,0
