OBJECTID,ROUTE_ID,FC_CODE,FC_CODE_DESC,SHAPE_Length
846,1768,4,4,1383.92144909
847,1770,4,4,2104.0174688388
848,1770,5,5,5962.44072658117
849,1771,4,4,3245.75745669319
850,1772,4,4,497.540824072463
851,1772,5,5,970.169332090021
852,1773,5,5,1801.53479076324
853,1774,4,4,3.40361117822374
854,1774,5,5,2927.63475327835
855,1775,5,5,1364.09872344691
856,1776,5,5,884.414970807661
857,1778,5,5,2100.92702359002
858,1778,6,6,7320.52781595289
859,1778,7,7,1024.21136905829
860,1780,5,5,2034.96500737325
861,1781,7,7,776.188557122877
862,1782,6,6,151746.886321053
863,1783,5,5,3175.44650775522
864,1784,5,5,21786.5357782267
865,1785,50,50,2072.48643287939
866,1786,6,6,14492.991690532
867,1787,6,6,3096.91799330991
868,1788,5,5,16757.0356319228
869,1789,6,6,4639.44144254897
870,1790,7,7,3371.22335980172
871,1792,6,6,24131.9983868907
872,1794,6,6,5152.37022902473
873,1794,7,7,4343.38792276843
874,1796,6,6,17734.4025045767
875,1798,6,6,44135.7831311622
876,1800,5,5,10386.1216681113
877,1810,6,6,207315.409502412
878,1812,5,5,19508.7038328591
879,1814,5,5,841.705429655323
880,1814,6,6,15980.2007587963
881,1816,6,6,5452.80786131322
882,1818,6,6,7848.27938672679
883,1819,6,6,2728.63772322496
884,1820,6,6,6980.03550389578
885,1820,7,7,4547.22999678702
886,1821,5,5,3610.8423941231
887,1822,6,6,45772.3187443808
888,1823,6,6,3362.14611383526
889,1824,6,6,3513.60664627816
890,1825,5,5,6862.48739632814
891,1826,5,5,35044.073218773
892,1828,5,5,22936.859125245
893,1830,5,5,9810.67318591366
894,1832,6,6,19673.9608016651
895,1832,60,60,2968.98754485145
896,1834,7,7,6242.73312935735
897,1940,6,6,9859.62640685095
898,1944,6,6,2121.75139147836
899,1944,7,7,9397.07589605906
900,1946,7,7,15175.0093715774
901,1948,5,5,22403.8377728053
902,1952,7,7,11528.4080583608
903,1953,7,7,6304.23663376357
904,1954,7,7,4165.00545739805
905,1956,7,7,6311.30247110198
906,1958,5,5,68468.6708314655
907,1958,6,6,36928.1961450688
908,1980,5,5,27252.0372090274
909,1982,5,5,1668.34337159232
910,1982,50,50,154.980431887198
911,1990,6,6,48160.2169494684
912,1994,6,6,16693.4037782943
913,1994,7,7,3958.62458214009
914,1996,6,6,2155.55496308193
915,1998,5,5,9198.19705046954
916,2000,5,5,2844.30647690801
917,1970,5,5,8291.29606115477
918,1972,5,5,18957.0081770281
919,1976,6,6,2492.62763959069
920,1978,5,5,21788.0667160763
921,1856,6,6,19690.3589968628
922,1858,6,6,58724.2410705349
923,1860,7,7,10652.7550266176
924,1862,5,5,113381.810297138
925,1866,6,6,74174.3340942977
926,1868,5,5,66242.2786917035
927,1870,5,5,15614.8659231746
928,1872,5,5,29843.776663909
929,1874,5,5,5140.39554375253
930,1874,6,5,693.073972626182
931,1874,6,6,28333.1068204946
932,1874,7,7,24888.7905534959
933,1875,5,5,36731.8222838224
934,1877,6,6,4797.06914729979
935,1878,4,4,10922.7388890838
936,1890,7,6,12079.8933635311
937,1892,7,7,19143.7430358205
938,1893,6,6,79313.5704933859
939,1894,5,5,14283.6820334696
940,1896,7,7,4129.58448214206
941,1898,7,7,4239.8389915548
942,1900,5,5,12865.4714173935
943,1902,6,6,12921.1169070309
944,1904,6,6,98645.6297573765
945,1905,6,6,85542.0172683838
946,1906,6,6,5944.5054185236
947,1908,7,7,14403.004483576
948,1912,6,6,23977.885020472
949,1914,6,6,4195.83510489948
950,1915,6,6,6611.19173727035
951,1916,7,7,8444.02579257707
952,1918,6,6,134729.556364905
953,1920,5,5,20924.0260487619
954,1922,6,6,7368.29833664968
955,1922,7,7,5335.29778307157
956,1924,6,6,2074.09627344799
957,1926,7,7,9451.06463904928
958,1928,7,7,7335.89839585883
959,1930,6,6,12553.8050239481
960,1930,7,7,5298.50198447007
961,1932,6,6,4118.00671383833
962,1934,6,6,6306.83874180514
963,1936,6,6,24796.6521148151
964,1938,6,6,22752.3688170791
965,3165,5,5,1246.42915591391
966,3166,4,4,13469.3441751212
967,3167,4,4,2759.78569356782
968,3167,4,40,2074.55407107647
969,3167,40,40,1650.53979786651
970,3168,6,6,2859.55455796296
971,3169,4,4,5434.9285641368
972,3169,40,40,5432.62361943203
973,3170,4,4,6080.77350865996
974,3171,6,6,1113.85716520148
975,3172,4,4,1268.81039612736
976,3308,5,5,4281.90524333604
977,3308,6,6,3195.26852821978
978,3310,6,6,4273.43554863983
979,3311,5,5,2152.58819623432
980,3315,5,5,1913.58108908859
981,3316,5,5,3687.35462002038
982,3316,6,6,1926.1757438753
983,3318,5,5,2502.66153239235
984,3320,7,7,5999.13008684363
985,3322,5,5,1486.4535725145
986,3327,6,6,678.233936284581
987,3327,60,60,932.302964961555
988,3328,5,5,4048.76414965637
989,3330,5,5,1360.69942099711
990,3336,6,6,3190.5881737073
991,2849,40,40,6211.57655968757
992,2850,6,6,1568.89027325876
993,2851,6,6,4315.68190932016
994,2852,6,6,7535.47298445315
995,2853,6,6,2220.40717887387
996,2854,6,6,10578.0545919639
997,2855,5,5,2871.88435898609
998,2856,5,5,6246.66625814229
999,2857,6,6,1680.74796002504
1000,2859,5,5,4423.19094091801
1001,2980,6,6,931.406507688863
1002,2980,50,50,1256.7413217163
1003,2982,5,5,4052.60646160307
1004,2983,3,3,1262.45725662003
1005,2983,4,4,1131.95420839916
1006,2983,5,5,2732.16168852668
1007,2985,40,40,6387.35803567876
1008,2986,6,6,7437.66442614784
1009,2987,5,5,2436.58458753353
1010,2987,6,6,7818.53218747168
1011,2988,4,4,7155.57294210626
1012,2990,5,5,4566.0414855957
1013,3172,5,5,4481.41025608975
1014,3173,5,5,2436.62336390299
1015,3174,4,4,5046.84125141178
1016,3174,5,5,2707.00712076147
1017,3175,5,5,2234.17441720939
1018,3176,5,5,2899.41676419822
1019,3177,5,5,1276.3147142192
1020,3178,5,5,3176.09647827769
1021,3179,40,40,4802.1482948189
1022,3180,5,5,1892.61387528857
1023,3340,5,5,3406.94358358335
1024,3340,6,6,1650.36238253526
1025,3342,5,5,6499.63113942454
1026,3344,5,5,6396.09867399818
1027,3345,6,6,2076.84500937312
1028,3346,6,6,3527.48762160191
1029,3347,6,6,2857.34805936809
1030,3348,6,6,2371.41431977063
1031,2859,50,50,1366.31259185717
1032,2860,5,5,3607.16286759943
1033,2862,5,5,8504.82725848228
1034,2863,6,6,53847.2526948268
1035,2864,6,6,8219.43227981026
1036,2865,5,5,4428.66857823669
1037,2865,6,6,50075.0648914351
1038,2865,7,7,26481.1315549984
1039,2991,6,6,3843.83872351809
1040,2992,5,5,210.029778057103
1041,2993,6,5,2044.91317398396
1042,2994,6,6,3140.70238107893
1043,2995,5,5,2808.38587459572
1044,2995,6,6,3161.95562188349
1045,2995,50,50,1792.94236453652
1046,2995,60,60,636.273754555824
1047,2996,5,5,1920.09480188888
1048,2998,5,5,1835.88253150434
1049,2998,6,6,3942.18898638997
1050,2999,4,4,3279.60787020102
1051,2999,5,5,5128.3344925992
1052,3181,5,5,3366.25734695929
1053,3182,5,5,5115.67863559324
1054,3183,4,4,3443.01857427882
1055,3183,40,40,6407.60023011388
1056,3184,4,4,9256.34340589192
1057,3184,5,5,41492.7952491817
1058,3185,5,5,5358.13921950442
1059,3186,7,7,35075.0098818162
1060,3350,5,5,2532.71436815064
1061,3354,4,4,4653.91021953486
1062,3354,5,5,4284.31643452337
1063,3355,5,5,2703.6307740095
1064,3356,4,4,3703.96402712032
1065,3357,5,5,2189.90294351425
1066,3358,5,5,9948.26135968781
1067,3359,5,5,3984.70964537682
1068,3360,5,5,6863.7176178206
1069,3361,5,5,7306.36159315957
1070,3362,6,6,7077.32969093531
1071,3363,6,6,3961.72492017563
1072,3364,5,5,7480.17165141064
1073,2866,5,5,8550.81003409382
1074,2867,40,40,3386.54342485092
1075,2868,5,5,3069.55683436087
1076,2869,5,5,6141.42432292386
1077,2870,5,5,2261.91065322076
1078,2870,6,6,7681.87568558483
1079,2870,7,7,3789.61692041391
1080,2871,5,5,610.394935217784
1081,2871,6,6,4436.52381534434
1082,2871,60,60,2414.13656524239
1083,3000,6,6,2279.39024317663
1084,3002,5,5,2241.56504663658
1085,3002,50,50,834.900978649202
1086,3004,4,4,2703.28185460306
1087,3004,5,5,4795.34010344297
1088,3004,7,7,1924.93926095513
1089,3004,50,50,712.031850535127
1090,3006,4,4,4310.57180371786
1091,3007,6,6,1607.34764023906
1092,3008,5,5,4454.93858541749
1093,3010,6,6,3521.29358584148
1094,3011,5,5,1089.4468458404
1095,3187,5,5,4123.71748514058
1096,3188,4,4,5568.12420069337
1097,3188,5,5,24453.4086578593
1098,3189,5,5,5868.6013757325
1099,3366,5,5,7514.52450880572
1100,3367,6,6,3526.40240164511
1101,3368,4,4,9401.90259089132
1102,3368,5,5,1457.90766988039
1103,3368,40,40,4691.62318815934
1104,3368,50,50,1024.44190840861
1105,3370,6,6,1676.16234524839
1106,3371,6,6,6408.59407776516
1107,3374,6,6,10514.967973796
1108,3380,4,4,2478.09937084977
1109,3381,4,4,3065.33729718241
1110,3382,5,5,2117.17891358259
1111,3384,6,6,4687.06896869654
1112,2872,5,5,16914.8727999766
1113,2873,5,5,2912.32485328942
1114,2875,4,4,2552.45666511101
1115,2875,5,5,5110.15000306316
1116,2877,5,5,5243.74577182852
1117,2878,4,4,7720.72628459516
1118,2878,5,5,5955.0500737266
1119,2878,40,40,1346.50288492584
1120,2879,7,7,3477.42141022439
1121,2880,4,4,4174.00045507282
1122,2880,5,5,3353.39227003267
1123,3012,5,5,4163.71748862723
1124,3014,4,4,964.349632038348
1125,3014,5,5,2474.00799450924
1126,3015,4,4,8399.60244372445
1127,3017,6,6,777.411854487774
1128,3020,4,4,8027.88274666761
1129,3022,4,4,1738.91024414303
1130,3024,6,6,2135.08328215263
1131,3026,5,5,3076.48049325343
1132,3029,4,4,386.052305271165
1133,3030,4,4,1722.16603066219
1134,3030,5,5,772.992632650667
1135,3190,4,4,19758.7986591983
1136,3190,5,5,5005.75700456884
1137,3191,4,4,331.147493075197
1138,3192,20,20,15836.6407875754
1139,3193,4,4,11284.7074709033
1140,3195,5,5,1486.13928122914
1141,3468,5,5,11004.9377734772
1142,3469,5,5,14812.4738764277
1143,3470,6,6,2232.768238681
1144,3476,6,6,7870.6070948673
1145,3478,5,5,4369.58881480147
1146,3480,6,6,2591.4191512647
1147,3483,6,6,3653.40593422911
1148,9015,999,999,87341.0109047563
1149,9080,1,1,8283.99359559799
1150,2881,4,4,17219.8393507966
1151,2881,5,5,9969.76049087672
1152,2882,5,5,4160.00753736165
1153,2883,5,5,3489.43611876993
1154,2883,50,50,15724.3485174828
1155,2884,6,6,1490.87337935991
1156,2885,6,6,2127.68046588331
1157,2886,5,5,2607.87150070805
1158,2886,6,6,3540.91991292447
1159,2886,6,60,398.089141624188
1160,2886,7,7,2242.37219586648
1161,2887,5,5,2349.19885055965
1162,2888,5,5,2831.50255409815
1163,2888,6,6,2126.89344259067
1164,3031,5,5,7021.9341348707
1165,3032,5,5,2716.1844458481
1166,3033,5,5,1479.53058689483
1167,3034,4,4,1172.52783347392
1168,3034,5,5,2153.47741108552
1169,3035,5,5,5922.15518062232
1170,3035,50,50,977.542333998849
1171,3037,6,6,2286.82447926264
1172,3038,6,6,4036.12197200243
1173,3196,3,3,16883.0459947916
1174,3197,6,6,9872.28985839669
1175,3198,4,4,1645.20172056815
1176,3198,5,5,2028.60330109853
1177,3199,5,5,1204.98721265176
1178,3200,5,5,15355.0747260873
1179,3201,40,40,5828.95791463195
1180,3202,6,6,98013.6125165098
1181,3203,5,5,505.299359172795
1182,3203,50,50,1084.13000598782
1183,3410,7,7,4934.93219580179
1184,3412,6,6,4641.14460766189
1185,3414,4,4,934.637063604075
1186,3416,4,4,3415.13304946606
1187,3418,4,4,2258.25276247338
1188,3424,6,6,3396.69216268592
1189,3426,6,6,1432.09204070618
1190,3430,5,5,3341.25175623977
1191,3432,5,5,4686.60714139435
1192,3434,5,5,2060.07616073901
1193,3436,6,6,3405.88442153402
1194,3436,60,60,252.391114733145
1195,3437,5,5,257.145933709844
1196,3437,6,6,2672.28560292706
1197,2889,4,4,2797.50313648818
1198,2889,6,6,4467.39635845216
1199,2890,5,5,3394.97984737409
1200,2891,6,6,2424.9573719524
1201,2893,6,6,7162.35524394044
1202,2894,5,5,4788.41512198001
1203,2895,4,4,10861.7855092269
1204,2896,5,5,5055.96901511786
1205,2897,5,5,6108.39278463565
1206,2897,6,6,2999.63778290368
1207,2899,4,4,5150.29448054299
1208,3039,6,6,5977.56482896693
1209,3040,4,4,9053.14783502214
1210,3041,6,6,3410.7334369151
1211,3042,4,4,4918.3536976857
1212,3042,5,5,1155.74660698999
1213,3044,5,5,2083.41994213618
1214,3050,5,5,1345.42228891494
1215,3050,6,6,2075.61179414398
1216,3054,6,6,1184.26415863185
1217,3056,5,5,2751.57162425542
1218,3056,6,6,1709.55567823135
1219,3058,5,5,957.829401555672
1220,3204,4,4,11315.6103089603
1221,3205,5,5,5353.43759995053
1222,3206,6,6,12778.1927806754
1223,3207,6,6,1819.37515021372
1224,3456,4,4,1795.61299416115
1225,3456,5,5,1784.4319985438
1226,3456,50,50,846.086222973521
1227,3457,6,6,2866.43074061326
1228,3458,4,4,7746.5753054563
1229,3459,6,6,2297.51175696834
1230,3460,5,5,6524.27365899832
1231,3462,5,5,20371.9661262415
1232,3462,50,50,1832.51492903176
1233,3464,5,5,2896.03360676382
1234,3465,6,6,2166.7491924952
1235,3466,5,5,3057.57578534993
1236,2899,5,5,6070.13383635202
1237,2900,6,6,6839.28578103706
1238,2900,7,7,1052.52078037969
1239,2901,6,6,2577.76236623986
1240,2902,5,5,5935.2301074234
1241,2903,6,6,1934.83401678589
1242,2906,5,5,3837.92959070237
1243,2906,50,50,3138.90748873695
1244,2907,6,6,2671.948125885
1245,3059,6,6,3077.99845278092
1246,3060,6,6,1913.68982212602
1247,3061,6,6,3458.98697347335
1248,3062,5,5,2581.45081621926
1249,3062,6,6,889.669331196603
1250,3063,6,6,2447.33976712665
1251,3064,6,6,1503.69973647006
1252,3065,5,5,1143.1631159035
1253,3067,6,6,2456.67839036216
1254,3069,6,6,3835.31548938802
1255,3070,6,6,612.714313595786
1256,3070,7,7,474.448392093927
1257,3071,6,6,5137.0633152813
1258,3080,4,4,2647.79373616613
1259,3082,6,5,1633.56741968252
1260,3082,6,6,799.237379133579
1261,3208,6,6,43727.3729700618
1262,3209,6,6,25139.6929272039
1263,3386,6,6,1553.59674722815
1264,3390,50,50,11569.9637105858
1265,3392,6,6,1572.8130866727
1266,3394,6,6,2176.89685712061
1267,3398,6,6,1229.34974300914
1268,3400,5,5,3411.81535535745
1269,3400,6,6,1222.01406473301
1270,3402,5,5,2465.92192581302
1271,3404,4,4,11662.4076552677
1272,3404,5,5,2838.99727576801
1273,3404,40,40,554.481445151075
1274,3404,50,50,3434.24294292279
1275,3406,5,5,1850.47399487026
1276,3408,7,7,4929.06222821477
1277,2909,6,6,1762.25934298492
1278,2911,6,6,1685.04271606765
1279,2911,60,60,698.016258104386
1280,2913,6,6,1832.66660584893
1281,2913,60,60,663.756193746008
1282,2915,6,6,6116.41318646415
1283,2916,4,4,544.367596042802
1284,2916,40,40,771.036550701842
1285,2917,60,60,2452.69016158375
1286,2918,5,5,13568.4456474255
1287,2919,40,40,3629.21931289599
1288,2920,4,4,19339.6727205066
1289,2922,5,5,3731.34722496126
1290,2922,50,50,318.472594841344
1291,2923,6,6,1248.3637124545
1292,3084,5,5,6145.21435923071
1293,3086,6,6,1619.42278812762
1294,3088,6,6,802.471773823292
1295,3090,6,6,1065.42619201334
1296,3100,4,4,11531.8839458544
1297,3100,5,5,85804.2234896947
1298,3101,6,6,2045.24332545179
1299,3103,6,6,3369.73160146787
1300,3104,5,5,1052.17739734432
1301,3104,6,6,8709.6114466977
1302,3105,5,5,505.627951292193
1303,3105,50,50,1624.92106279293
1304,3210,6,6,18442.3072583283
1305,3211,5,5,2818.38481722115
1306,3211,50,50,740.902660846024
1307,3212,6,6,1955.11578563965
1308,3213,5,5,1077.39717971295
1309,3214,5,5,39167.9516449783
1310,3438,5,5,10696.6380377203
1311,3438,50,50,1382.2379717898
1312,3440,5,5,13711.7324946051
1313,3442,5,5,12347.7321383031
1314,3444,5,5,4788.01023123775
1315,3446,5,5,4034.96905536681
1316,3448,4,4,1097.42539207361
1317,3450,5,5,2303.13175177748
1318,3451,6,6,1862.57425487646
1319,3452,5,5,3616.48679461263
1320,3453,5,5,1596.87010761426
1321,3454,6,6,2176.0322203773
1322,3455,5,5,3841.38816820178
1323,2924,5,5,4479.85044236045
1324,2925,5,5,3826.91909567899
1325,2926,6,5,2169.93216235354
1326,2926,6,6,1152.04392161849
1327,2927,6,6,2167.82227897367
1328,2928,6,6,3488.70252838014
1329,2929,6,6,6007.15036277541
1330,2930,6,6,1602.14082379579
1331,2931,5,5,3240.72774277198
1332,2931,6,6,1654.80450910086
1333,2932,5,5,4704.4742474479
1334,2932,6,6,4904.66999317031
1335,3106,5,5,7713.0606816807
1336,3107,50,50,2237.87898080543
1337,3108,6,6,28096.0344831769
1338,3111,5,5,512.469666377013
1339,3111,50,50,1884.152394447
1340,3112,5,5,2954.59360019674
1341,3112,6,6,2087.27963958636
1342,3112,50,50,1427.99418748748
1343,3113,4,4,4243.68678000916
1344,3113,5,5,4983.62170773001
1345,3114,5,5,5671.02019892085
1346,3114,6,6,4181.46038393773
1347,3114,50,50,728.059446825547
1348,3116,5,5,7743.26437715536
1349,3216,6,6,36996.6482322451
1350,3217,4,4,17956.0307277713
1351,2752,5,5,17074.6352955083
1352,2752,7,7,6428.61551495033
1353,2754,4,4,3161.3061138663
1354,2756,6,6,3653.88781481439
1355,2758,6,6,8793.95937020606
1356,2760,6,6,10468.4394285318
1357,2762,5,5,30181.2332443613
1358,2763,6,6,52818.1121519538
1359,2933,6,6,6443.96099474662
1360,2933,60,60,1666.66216900944
1361,2935,6,6,3583.37393393858
1362,2936,5,5,1066.14835384931
1363,2936,6,6,1332.65660022876
1364,2936,60,60,381.212707823641
1365,2937,6,6,6075.88047450022
1366,2937,60,60,4692.60099350349
1367,2938,6,6,2880.05105059652
1368,2938,7,7,525.396947283279
1369,2939,4,4,554.97181339739
1370,2939,5,5,6012.02117149847
1371,2940,5,5,1807.73940637066
1372,3117,4,4,1992.32916365936
1373,3118,4,4,4717.40666889663
1374,3118,5,5,8798.86658868084
1375,3119,5,5,1073.47670656436
1376,3121,4,4,944.669858715395
1377,3121,40,40,2268.12594281224
1378,3122,5,5,4864.75113489248
1379,3123,5,5,5026.53103037168
1380,3123,50,50,550.710615524325
1381,3125,5,5,1402.77113334882
1382,3126,5,5,8426.12527537011
1383,3127,4,4,1386.16915685769
1384,3127,5,5,752.773804860809
1385,3127,50,50,843.472331063655
1386,3128,6,6,3642.44449976362
1387,3129,5,5,3656.55716815469
1388,3218,6,6,21713.0593606905
1389,3219,6,6,3047.88708091847
1390,3219,60,60,1012.77693777096
1391,3220,5,5,10277.4182084213
1392,3220,7,7,1493.47354531144
1393,3221,6,6,1998.04411620192
1394,2764,5,5,8180.89707980069
1395,2764,7,7,12686.6351002499
1396,2765,6,6,112276.445742048
1397,2774,6,6,21124.4987870721
1398,2776,5,5,26641.7648388276
1399,2941,4,4,2211.84380932875
1400,2943,5,5,5043.55762627195
1401,2944,5,5,1683.45635165809
1402,2944,6,6,711.015157715511
1403,2945,6,6,6997.73691789719
1404,2946,4,4,13573.0954140618
1405,2947,5,5,2877.30657072873
1406,3129,50,50,7324.25538344167
1407,3130,4,4,6293.10259555724
1408,3130,5,5,2887.88169054662
1409,3131,5,5,7993.47223597654
1410,3132,6,6,15814.2915245698
1411,3133,5,5,1915.95260730034
1412,3134,4,4,2464.5680263574
1413,3222,7,7,19129.3360128275
1414,3223,5,5,2567.54357023329
1415,3224,3,3,24470.3403088508
1416,3225,6,6,3375.24301736725
1417,2778,6,6,36425.8987663686
1418,2780,6,6,21964.9905117112
1419,2781,7,7,18507.3247161656
1420,2782,7,7,6847.25188729842
1421,2783,6,6,3228.61499620271
1422,2784,7,7,59871.4776873235
1423,2786,6,6,10689.8107682608
1424,2787,6,6,4221.34833230963
1425,2947,50,50,5390.99289018034
1426,2949,6,6,9787.21271295156
1427,2949,60,60,265.955797088172
1428,2950,6,6,6032.51146669518
1429,2951,6,6,1559.60830291453
1430,2953,5,5,1566.85652217336
1431,2954,4,4,3909.07549766112
1432,2954,5,5,2404.28656736269
1433,2954,6,6,1211.5905069797
1434,2955,6,6,4838.57083311023
1435,3135,6,6,2452.84734538
1436,3136,6,6,4288.32215049706
1437,3137,40,40,10661.5278034653
1438,3140,5,5,33337.5629439384
1439,3141,4,4,254.927180784327
1440,3141,5,5,2173.508665252
1441,3142,4,4,7616.52617994417
1442,3143,5,5,3949.89469477401
1443,3144,5,5,669.270739784273
1444,3226,6,6,18797.9187199796
1445,3227,6,6,2528.73782911191
1446,3228,6,6,2235.68433307496
1447,3229,6,6,4539.98178545064
1448,3230,6,6,2951.05154017373
1449,3230,60,60,434.228237621771
1450,3231,4,4,4372.12064377066
1451,3231,40,40,119.810977085016
1452,2788,5,5,2537.65866779468
1453,2789,5,5,3195.85379455475
1454,2789,6,6,8132.38664038827
1455,2789,7,7,2661.79606214798
1456,2790,5,5,3769.81487419967
1457,2791,6,6,1068.51796911252
1458,2792,5,5,6393.21229202221
1459,2794,4,4,5701.61534134485
1460,2795,5,5,6417.90328061692
1461,2795,6,6,6406.75495361463
1462,2796,6,6,4261.13625781074
1463,2797,5,5,1933.32141549493
1464,2798,5,5,1262.32033319355
1465,2800,4,4,1073.24201548802
1466,2800,5,5,2127.06743275289
1467,2800,6,6,5356.94595617823
1468,2801,7,7,2224.05344336672
1469,2802,5,5,2568.02727202094
1470,2956,6,6,1933.38540555728
1471,2957,6,6,5612.23301578287
1472,2958,5,5,5622.45052481677
1473,2959,6,6,3212.03014248728
1474,2960,3,3,4351.13112779587
1475,2960,4,4,5358.37375578983
1476,2961,5,5,2497.65280884613
1477,2962,6,6,3769.69800928758
1478,2963,6,6,2772.34476719444
1479,2964,5,5,6419.7656878985
1480,2964,6,6,669.414042236247
1481,3145,6,6,4546.14588739449
1482,3146,5,5,3923.44601252723
1483,3147,6,6,1394.79672860487
1484,3148,4,4,2927.80321125979
1485,3148,5,5,2879.2964590004
1486,3148,6,6,1405.96842032933
1487,3149,5,5,3053.12077874397
1488,3149,50,50,2072.7617981623
1489,3151,5,5,2203.34519183037
1490,3152,4,4,1717.7144865624
1491,3152,5,5,2856.47370831422
1492,3232,5,5,914.376850896134
1493,3233,6,6,4411.14746641432
1494,3234,6,6,1843.37064782157
1495,3235,6,6,1445.09068448416
1496,3236,6,6,538.820950487293
1497,3237,6,6,1469.22591933223
1498,3237,6,60,155.677995842422
1499,3237,60,60,4795.47306730559
1500,3238,6,6,3549.09783551704
1501,3240,5,5,513.701280844885
1502,3240,6,6,4305.81392645308
1503,3241,6,6,2507.59767875804
1504,3242,6,6,2835.8860202577
1505,3242,60,60,532.261937449637
1506,2804,4,4,7396.75557791091
1507,2804,6,6,69749.9390875495
1508,2805,6,6,5582.6873857777
1509,2806,7,7,5119.50014188178
1510,2807,6,6,1054.06287965228
1511,2808,6,6,2141.54373997793
1512,2808,7,7,473.672018912817
1513,2810,5,5,9880.0393029646
1514,2812,6,6,5414.54626224663
1515,2820,6,6,32399.8428485454
1516,2821,6,6,4168.24028133623
1517,2822,5,5,22833.9557128145
1518,2823,6,6,6303.40630386144
1519,2824,6,6,13523.6437756159
1520,2965,5,5,5679.8728708849
1521,2966,5,5,13518.6571840743
1522,2967,6,6,4325.16896355843
1523,2968,5,5,5329.04054024755
1524,2969,6,6,3387.44837690735
1525,2970,6,6,1077.23071259348
1526,2971,6,6,2305.58645730933
1527,2972,5,5,3179.70374225316
1528,2972,6,6,1052.33945322249
1529,2973,40,40,1703.07166330449
1530,3152,6,6,3204.42803024552
1531,3153,4,4,2944.78611016876
1532,3153,40,40,4869.38321296971
1533,3154,3,3,425.517505033936
1534,3154,4,4,11609.3548345667
1535,3154,5,5,9256.03304747983
1536,3155,5,5,2234.37012791551
1537,3156,7,7,851.376571298677
1538,3157,4,4,1744.70147157982
1539,3157,40,40,3418.69166496472
1540,3243,6,6,5739.43654292138
1541,3244,5,5,1551.51553924574
1542,3250,7,7,79436.3228409205
1543,3252,7,7,61425.5245781779
1544,3253,6,6,6915.53126027289
1545,3254,6,6,6068.96640960243
1546,3254,7,7,1641.57141420536
1547,3255,5,5,6736.20263318961
1548,3256,6,6,7148.0324393636
1549,3258,6,6,10645.9132390743
1550,2825,5,5,4075.77040246757
1551,2826,6,6,9130.76706373004
1552,2829,5,5,1390.91416443262
1553,2830,5,5,8302.39505441235
1554,2831,6,6,10253.1144515814
1555,2832,5,5,2944.20156531755
1556,2833,6,6,2236.82864710239
1557,2834,50,50,5906.63092556895
1558,2835,6,6,1572.6640606964
1559,2835,60,60,488.33373472017
1560,2974,4,4,3376.21910931727
1561,2974,5,5,6679.58820827404
1562,2975,5,5,6203.04155866286
1563,2975,50,50,1297.8197002266
1564,2976,6,6,2867.20019567293
1565,2977,6,6,3239.49506616642
1566,2978,4,4,2461.37623823271
1567,2979,6,6,4165.6608095212
1568,2979,60,60,1217.48762834981
1569,2980,5,5,2169.40068334233
1570,3158,4,4,14004.8209133287
1571,3159,4,4,4944.03599695244
1572,3159,5,5,3173.8603147541
1573,3160,4,5,1888.82578343413
1574,3161,5,5,2316.07107177618
1575,3162,4,4,4170.05089782953
1576,3163,7,7,1813.6093706229
1577,3164,5,5,8301.114197846
1578,3260,6,6,7621.63917020873
1579,3262,5,5,16669.9436137615
1580,3264,6,6,8778.47179116366
1581,3266,7,7,18050.2127043716
1582,3268,5,5,27079.0925156755
1583,3270,5,5,11910.432279577
1584,3271,5,5,4727.70695021178
1585,3300,6,6,34027.3567910698
1586,3306,5,5,14989.3860885388
1587,2837,5,5,2290.16624734787
1588,2839,6,6,3162.3963536572
1589,2841,6,6,1966.11888571776
1590,2843,6,6,2278.69962239432
1591,2844,6,6,1068.5099203928
1592,2845,5,5,4856.16734831768
1593,2845,50,50,939.68183879619
1594,2846,3,3,36.6543775751376
1595,2846,4,4,5201.29476949075
1596,2847,40,40,15023.8730850138
1597,2848,4,4,3126.97285973116
1598,2848,6,6,2834.93739004631
1599,2848,40,60,459.853546084216
1600,2849,4,4,4505.66781636313
1601,2068,4,4,23425.7458472918
1602,2071,4,4,6605.67588110665
1603,2071,40,40,3798.2969846085
1604,2072,5,5,4434.23525628845
1605,2073,5,5,1925.67314117545
1606,2635,6,6,6090.97247230737
1607,2636,5,5,1741.66449834094
1608,2636,6,6,4126.63936039395
1609,2637,5,5,780.810262861373
1610,2638,5,5,6094.1357306814
1611,2638,6,6,881.24174771527
1612,2128,4,4,8929.12026967367
1613,2128,5,5,8982.28662962114
1614,2129,6,6,2189.4433704407
1615,2130,4,4,2712.74681085448
1616,2130,5,5,1142.37598665215
1617,2131,6,6,1136.16732735696
1618,2133,6,6,1992.86002423367
1619,2135,5,5,3138.93439470838
1620,2136,5,5,1340.91557652087
1621,2138,5,5,1858.51117836554
1622,2139,60,60,340.441269730602
1623,2322,5,5,9644.0593400173
1624,2324,4,4,1610.19583372623
1625,2326,4,4,736.42580194947
1626,2326,5,5,4451.57173228387
1627,2328,4,4,5259.45817038178
1628,2328,5,5,313.25716730477
1629,2330,4,4,7925.4984761981
1630,2330,5,5,3732.54168788911
1631,2332,5,5,2150.36372179432
1632,2336,5,5,1242.42986226031
1633,2338,5,5,8439.14061294571
1634,2340,5,5,4756.29502749365
