OBJECTID,ROUTE_ID,FC_CODE,FC_CODE_DESC,SHAPE_Length
200,140,3,3,1006.72356667471
201,140,4,4,959.789622572643
202,141,5,5,13839.1801522889
203,142,5,5,37432.7513351029
204,143,4,4,38636.2540752442
205,143,5,5,64498.7388632464
206,209,3,3,33682.0395264179
207,209,5,5,5513.84072388229
208,209,50,50,904.073235440073
209,210,3,3,8188.0806573961
210,210,4,4,20492.5084297598
211,164,5,5,5760.6886834917
212,165,4,4,12544.7313891261
213,165,5,5,10629.7336670039
214,167,4,4,20394.9257928836
215,167,5,5,3428.27786324272
216,168,7,7,2521.64159446554
217,171,3,3,25736.4253738444
218,171,3,4,7457.06810683534
219,172,3,3,19647.7125695821
220,173,3,3,21069.5356877757
221,174,5,5,16912.4785907465
222,175,3,3,10380.9481207984
223,176,4,4,2215.73249113367
224,178,4,4,2528.89231651106
225,180,4,4,2201.50192048079
226,185,5,5,0
227,186,3,3,18333.2402165634
228,189,3,3,60994.5902369589
229,190,3,3,3888.65754032107
230,190,4,4,31663.008291847
231,190,6,6,6485.67793674199
232,191,3,3,321877.641821469
233,191,4,4,201587.65410864
234,193,3,3,20182.7607219226
235,194,3,3,6409.32136187344
236,196,5,5,78272.8365594204
237,198,3,3,1713.77155305891
238,198,4,4,31449.9040470473
239,199,5,5,46292.0811150971
240,200,5,5,3417.28416332533
241,201,2,2,17069.3907851998
242,201,3,3,18485.6300263379
243,201,4,4,3187.19911222514
244,202,5,5,3617.17019760336
245,203,3,3,13169.5706266668
246,204,3,3,11675.4997599046
247,208,5,5,21559.0511956344
248,269,3,3,3822.2079917079
249,270,4,4,1596.55096861201
250,271,5,5,11396.5808873161
251,273,4,4,6412.82300036967
252,274,4,4,2547.94976567179
253,275,5,5,7774.20117979838
254,276,4,4,144546.240701273
255,279,5,5,31450.5354074781
256,291,7,7,1237.66239004468
257,292,6,6,2865.62870953692
258,292,7,7,881.706113955527
259,293,7,7,2544.65936375981
260,294,7,7,811.816718360268
261,296,7,7,3035.43207219426
262,298,7,7,2234.71748072607
263,299,7,7,2145.80878676579
264,280,5,5,852.037509081451
265,282,4,4,4040.41712543754
266,282,5,5,2235.67833692486
267,284,7,7,3709.71209318808
268,285,7,7,737.642065886991
269,286,7,7,2825.98976623468
270,287,7,7,1613.4523274589
271,289,4,4,2276.55350587891
272,289,5,5,1655.11346776155
273,290,5,5,2492.62535731132
274,211,5,5,39314.989083894
275,215,1,1,63625.9604738689
276,218,4,4,7015.48621896493
277,218,5,5,10712.2198940543
278,219,5,5,3410.84130963533
279,222,5,5,4835.05703610759
280,222,6,6,2230.59951273265
281,224,3,3,18720.0204009896
282,224,3,4,57.375354388202
283,224,5,5,5972.67716371363
284,225,4,4,1631.20021323759
285,226,5,5,6480.26369450584
286,227,4,4,1541.43275673961
287,228,5,5,3674.01395292751
288,231,6,6,185.46099267368
289,232,4,4,4827.11460361525
290,232,7,7,274.155133432897
291,235,4,4,6930.24421777686
292,240,4,4,2589.24672940541
293,241,4,4,812.292588120842
294,243,5,5,3004.50462777514
295,248,3,3,6673.58960319484
296,248,4,4,24106.3413270962
297,252,3,3,14770.4691517093
298,256,5,5,11652.2391033996
299,257,4,4,143728.169555619
300,258,4,4,4180.52018032132
301,259,4,4,925.181572960821
302,260,4,4,8692.01235556555
303,261,5,5,66302.4620050115
304,262,5,5,46005.572555845
305,264,5,5,32155.7267376382
306,265,3,3,9154.45273514657
307,266,3,3,17234.0174727092
308,268,3,3,1597.43839465622
309,1034,7,7,62971.258001791
310,1050,6,6,119486.232505008
311,1050,7,7,23661.0690058097
312,1052,6,6,79884.752010877
313,301,7,7,4517.36295193203
314,302,7,7,7633.43285134849
315,303,5,5,3281.7226313
316,304,7,7,201.284823408319
317,306,7,7,948.875389723314
318,309,7,7,755.043869682955
319,310,7,7,725.39255475358
320,311,6,6,8245.10376291705
321,312,6,6,1252.03729637522
322,313,5,5,46295.3485872782
323,314,7,7,1649.2018312597
324,315,5,5,3804.44502492153
325,316,6,6,7155.06831472281
326,317,7,7,2238.89396064392
327,318,5,5,4488.4154445147
328,319,5,5,2570.31094289959
329,319,7,7,4.32813498579671
330,320,7,7,4439.0061156101
331,491,3,3,34771.1721499542
332,716,6,6,4.71606216720518
333,1000,6,6,40260.9926599551
334,1000,7,7,58343.6664018605
335,1001,5,5,33294.1596942117
336,1002,5,5,4814.67735638005
337,1003,5,5,25341.3037777244
338,1004,6,6,13500.545446816
339,1005,6,6,6911.8016309233
340,1006,6,6,15158.7624269159
341,1007,6,6,8335.89493540733
342,1008,6,6,38561.4067082854
343,1010,6,6,18225.7143847328
344,1011,6,6,852.849189160035
345,1012,7,7,10186.4358835222
346,1014,6,6,15011.4259413896
347,1015,5,5,2450.05865959843
348,1016,5,5,18230.8537449696
349,1018,5,5,13119.7914304224
350,1020,5,5,7130.22425142825
351,1024,6,6,48079.6990935595
352,1026,7,7,7344.66592731609
353,1028,7,7,10896.7460640265
354,1029,6,6,5621.09794051856
355,1030,7,7,5988.50604053921
356,1032,7,7,2283.52363682921
357,1112,6,6,15533.5510750813
358,1113,6,6,4274.34417605121
359,1114,6,6,4325.35169685064
360,1116,5,5,3577.98816461646
361,1117,6,6,2626.01607392354
362,1118,6,6,19361.5105606895
363,1129,5,5,6781.59188993695
364,1130,5,5,18093.6594263738
365,1131,6,6,1636.09903160219
366,1132,5,5,8138.45615849689
367,1133,5,5,3240.72568944163
368,1134,6,6,4307.01334805068
369,1135,6,6,17556.3110601592
370,1136,6,6,3351.20783390641
371,1119,6,6,6336.00069104252
372,1120,5,5,2198.9311759556
373,1120,6,6,4373.70321921199
374,1121,5,5,1644.7359776725
375,1122,5,5,13366.5890351687
376,1123,5,5,2175.06567741275
377,1124,5,5,9183.7569627134
378,1125,6,6,2171.63939106621
379,1126,5,5,2666.65551261914
380,1126,6,6,1116.25489107244
381,1127,5,5,4276.3906585691
382,1128,5,5,3215.00147956021
383,1054,7,7,29160.2774016153
384,1056,6,6,44051.6528541126
385,1058,7,7,15091.0584887098
386,1060,6,6,86700.9101107606
387,1062,6,6,41348.5859963876
388,1064,5,5,11169.9972935154
389,1066,6,6,6513.28050166135
390,1068,5,5,18747.8192481769
391,1070,6,6,6416.70874053281
392,1070,7,7,26908.0997058566
393,1072,6,6,17631.3252813531
394,1074,7,7,15031.4543104401
395,1076,5,5,15874.3550495253
396,1078,6,6,6637.90193650089
397,1078,6,7,4242.10553063554
398,1078,7,7,62.9934265254999
399,1080,6,6,4351.94027766619
400,1082,4,4,5325.51407739777
401,1082,5,5,26582.6153776832
402,1084,5,5,3761.86113998218
403,1085,6,6,7500.50737663032
404,1085,60,60,6511.24611623671
405,1086,4,4,8303.52167664387
406,1088,4,4,868.568334751848
407,1088,5,5,1052.42817807321
408,1090,5,5,4010.26653939803
409,1092,7,7,3992.1781819715
410,1094,5,5,2952.99487210866
411,1094,7,7,870.685013538663
412,1096,5,5,2998.36540526266
413,1096,6,6,977.301801195431
414,1098,5,5,3533.49669603324
415,1100,5,5,4410.22711669233
416,1102,7,7,4271.22284121597
417,1104,6,6,11147.7198205844
418,1106,6,6,12911.3365877328
419,1108,7,7,5750.14298725157
420,1110,4,4,23944.81261339
421,1232,5,5,7764.79113389255
422,1232,50,50,2906.39490669901
423,1234,7,7,1997.83139396802
424,1236,6,6,4736.84902951672
425,1238,5,5,1649.9117928679
426,1239,5,5,4157.83022320758
427,1240,5,5,4721.43968566288
428,1240,7,7,536.059762934716
429,1242,5,5,5906.58567790769
430,1244,5,5,4604.98409083094
431,1248,5,5,845.587905722238
432,1250,4,4,4507.31855398664
433,1250,5,5,11848.4633963002
434,1136,7,7,8987.1971728295
435,1138,6,6,4347.98137932225
436,1138,7,7,4311.98166791162
437,1139,6,6,3820.7974408406
438,1140,6,6,10995.430923183
439,1142,5,5,498.884010525549
440,1142,6,6,24855.3178970734
441,1144,6,6,6237.81112037122
442,1160,6,6,31047.51990184
443,1162,6,6,7401.31544349202
444,1164,5,5,6445.56614570628
445,1166,6,6,10556.9709121719
446,1168,7,7,34068.8496529672
447,1170,5,5,11567.2538418914
448,1172,6,6,3781.24558891996
449,1174,5,5,3989.9342497789
450,1175,5,5,2511.28460613556
451,1176,4,4,5542.85949146745
452,1177,5,5,3858.57393532775
453,1178,5,5,5775.63042570495
454,1179,5,5,950.195128021782
455,1180,6,6,6608.41196870778
456,1181,6,6,4356.29332381362
457,1182,6,6,9295.05186213355
458,1182,7,7,161.133035615174
459,1184,4,4,14508.9295957515
460,1184,5,5,745.230862750601
461,1185,6,6,2228.69187775007
462,1186,5,5,11638.590200487
463,1187,5,5,6639.34196962261
464,1188,6,6,7287.49912604309
465,1189,5,5,1661.0381781061
466,1190,5,5,3845.21879408925
467,1190,7,7,5093.88219418162
468,1191,5,5,1280.48699023163
469,1192,5,5,7139.41261926325
470,1193,5,5,3199.959836642
471,1194,5,5,218.254267578442
472,1195,5,5,1248.84291107846
473,1196,7,7,1266.35075020377
474,1197,4,4,4310.3899159173
475,1197,5,5,5869.75566696438
476,1199,6,6,1120.97652099347
477,1200,5,5,3567.96373706659
478,1201,5,5,815.719600036178
479,1202,4,4,2068.96488639121
480,1202,5,5,528.510394378263
481,1203,6,6,5016.75256779328
482,1204,5,5,2009.76878596372
483,1204,6,6,814.498452826394
484,1205,6,6,1705.21767965341
485,1206,6,6,1695.39975174493
486,1208,4,4,2285.88556368449
487,1208,5,5,2724.73022828678
488,1210,7,7,1923.34532094562
489,1212,4,4,6084.27746100626
490,1212,5,5,1098.77313953999
491,1214,5,5,7741.44435466959
492,1214,7,7,286.989299380671
493,1218,6,6,1650.02351686588
494,1220,5,5,3322.23899983799
495,1222,5,5,102.228429611565
496,1222,7,7,1578.28510412587
497,1223,5,5,2278.49200206023
498,1223,5,50,212.285571971238
499,1224,5,5,1959.96193793148
500,1226,5,5,1422.51665953458
501,1226,7,7,267.681064610682
502,1228,7,7,1211.06721922378
503,1230,6,6,580.985660208983
504,1230,7,7,1065.33511235632
505,1232,4,4,3311.13940606924
506,1318,6,6,9587.21872321351
507,1320,6,6,14831.0921355421
508,1322,5,5,4764.50593537886
509,1322,7,7,1546.99344496446
510,1323,7,7,5253.06604694171
511,1327,7,7,13116.7279695044
512,1328,6,6,19601.6039211343
513,1329,5,5,1368.59841560662
514,1330,5,5,6399.09698673431
515,1331,4,4,3226.82732886149
516,1331,6,6,1541.40400218442
517,1332,4,4,7371.78950440886
518,1324,5,5,21342.5120810625
519,1325,5,5,2081.59095285216
520,1326,5,5,801.047511720099
521,1326,6,6,7507.91164498136
522,1327,6,6,2809.47500226315
523,1251,4,4,2302.85605895895
524,1251,5,5,1138.01214613147
525,1254,5,5,7628.94632393598
526,1254,6,6,13754.2826054058
527,1255,6,6,3286.95821648169
528,1256,5,5,6496.01695862072
529,1258,6,6,2229.60385132775
530,1259,5,5,733.064281773932
531,1260,6,6,4676.18241859269
532,1262,7,7,10585.8585840046
533,1264,5,5,2286.33126398159
534,1264,6,6,3838.17186905344
535,1265,5,5,1080.06357776022
536,1266,5,5,7219.01881329982
537,1267,4,4,4123.46162634284
538,1267,5,5,6316.48627866111
539,1268,5,5,5969.34398501647
540,1268,7,7,1091.54757797255
541,1270,6,6,4430.22326136352
542,1271,5,5,2157.53679109842
543,1272,7,7,11574.9779319352
544,1274,7,7,16971.3066744686
545,1276,7,7,8220.06325410696
546,1278,6,6,7279.15685680868
547,1279,6,6,7587.75068185335
548,1280,7,7,12187.9090882517
549,1300,5,5,146249.161977181
550,1302,6,6,9981.55582008811
551,1304,5,5,25218.6567325047
552,1304,6,6,18428.5292072376
553,1305,7,7,3812.6455860869
554,1306,5,5,15337.8683198321
555,1307,5,5,2191.27073296442
556,1308,6,6,10270.322847914
557,1308,7,7,7915.01326849388
558,1309,6,6,4765.06409333646
559,1310,7,7,17907.7299416997
560,1312,5,5,8283.49278610164
561,1314,6,6,903.400893685029
562,1314,7,7,4096.98366585882
563,1316,6,6,28983.5618023566
564,1446,6,6,6518.2889221751
565,1448,6,6,3942.70893358276
566,1449,6,6,5856.69723289831
567,1450,6,6,5117.10000795125
568,1452,4,4,2981.06431941545
569,1453,40,4,2504.73923971474
570,1453,40,40,260.116571142665
571,1454,4,4,2239.85203431937
572,1333,6,6,1537.20781020527
573,1334,5,5,1910.33800771381
574,1334,6,6,1869.17281041575
575,1335,5,5,905.108950556692
576,1336,6,6,55843.3616383634
577,1338,6,6,1131.59179604294
578,1340,6,6,592.144325172715
579,1341,5,5,4867.282170157
580,1342,4,4,1896.77501239217
581,1344,4,4,3251.28279730149
582,1344,5,5,1319.58011018204
583,1345,6,6,1048.04000834704
584,1346,7,7,1476.15768939608
585,1347,6,6,537.6641708314
586,1348,5,5,2393.1276318311
587,1360,7,7,41272.3773380746
588,1364,5,5,52578.9278476831
589,1366,6,6,5503.27274327754
590,1368,6,6,10833.5042458587
591,1370,5,5,27554.9673328196
592,1372,6,6,8491.02273160016
593,1374,5,5,6267.20273029002
594,1380,4,4,3737.06282492065
595,1380,5,5,949.701399486388
596,1380,5,6,166.361303580127
597,1384,6,6,9533.90768547701
598,1384,7,7,431.978307013766
599,1386,4,4,2979.36142932454
600,1388,4,4,6462.83573496771
601,1388,5,5,5773.16234897528
602,1389,5,5,7936.64547854236
603,1389,50,50,236.917572811572
604,1390,6,6,1320.6985364563
605,1392,4,4,535.521092440986
606,1392,5,5,4980.64184753752
607,1394,5,5,751.562815490252
608,1395,7,7,916.674939751451
609,1396,5,5,1229.36547299164
610,1397,7,7,2023.84814240826
611,1398,6,6,1585.98457444384
612,1400,4,4,784.212872941952
613,1400,5,5,15952.6194319965
614,1402,5,5,2801.75828498081
615,1404,4,4,1375.28125777434
616,1404,5,5,4498.7535743478
617,1406,5,5,4962.96204523077
618,1408,4,4,5048.23616609123
619,1410,5,5,6126.93328496275
620,1416,7,7,53563.2485856028
621,1418,5,5,5183.32666198079
622,1420,4,4,1484.91386635315
623,1420,5,5,1441.13268731569
624,1422,4,4,1423.67893805085
625,1422,5,5,4064.80972569395
626,1422,6,6,1115.68332870175
627,1424,6,6,1467.15321532758
628,1425,6,6,1831.74615889962
629,1426,6,6,1095.99376289743
630,1427,4,4,274.17642362341
631,1427,40,40,3300.92730263766
632,1428,6,6,10319.6915592267
633,1430,6,6,1087.54940996979
634,1431,6,6,9176.51547727936
635,1431,60,60,1953.09214686643
636,1432,6,6,1858.63066303189
637,1435,4,4,5173.39705305636
638,1435,40,40,860.740475273429
639,1436,5,5,1469.40422513219
640,1438,5,5,13480.6975962866
641,1439,4,4,1969.98143058039
642,1442,4,4,3338.16953842617
643,1443,6,6,5291.32371819274
644,1444,7,7,3306.49704306349
645,1445,6,6,9731.75393927232
646,1548,6,6,12070.2346815933
647,1550,6,6,28132.1859549592
648,1550,7,7,13629.6783381319
649,1551,7,7,1316.59982471601
650,1564,7,7,12085.7550805866
651,1566,5,5,38642.3568063881
652,1572,6,6,16962.4259311432
653,1574,6,6,48016.1973927439
654,1575,6,6,10261.5241064209
655,1552,5,5,32668.793915226
656,1553,7,7,4472.19695448872
657,1554,6,6,15754.6225014582
658,1555,6,6,6473.44148813157
659,1556,6,6,50038.1702521465
660,1557,6,6,42508.7417625457
661,1558,6,6,42604.4150568548
662,1562,6,6,8763.57068177547
663,1456,4,4,9879.70317891266
664,1458,5,5,8294.6699817374
665,1459,4,4,953.851613177887
666,1459,6,6,7819.34166740613
667,1461,60,60,2666.53362847664
668,1462,5,5,6908.08312089883
669,1462,50,50,10222.0631452824
670,1464,5,5,9320.97115847338
671,1464,6,6,2148.46319408963
672,1465,60,60,4337.28364982312
673,1466,5,5,4289.61634943078
674,1467,4,4,5538.57896459685
675,1468,5,5,15651.6523954218
676,1470,5,5,2126.63697961219
677,1471,6,6,2390.83206060774
678,1472,5,5,4280.53911393438
679,1474,4,4,4742.49790715867
680,1474,40,40,2475.38927316093
681,1476,6,6,4501.5809442399
682,1478,4,4,8711.6201248268
683,1480,6,6,3175.81480363868
684,1482,5,5,1029.27536251878
685,1483,5,5,11019.9957092816
686,1483,6,6,2139.55817858209
687,1484,4,4,1390.12335827488
688,1484,5,5,2324.85272706976
689,1484,6,6,4138.73003854143
690,1485,6,6,7499.61119611019
691,1486,5,5,2408.52662971561
692,1488,7,7,1404.32369911681
693,1489,4,4,4284.40848562456
694,1489,5,5,2143.47777066102
695,1490,5,5,7486.56225578918
696,1492,5,5,9642.3685642347
697,1495,5,5,3778.89894570683
698,1497,30,30,28177.6453264262
699,1498,5,5,5550.98415655417
700,1499,30,30,46282.6670152092
701,1500,5,5,3863.6035490887
702,1504,6,6,9627.95563041558
703,1506,5,5,10841.7776445145
704,1508,5,5,3279.44191107977
705,1512,4,4,3285.7446807162
706,1532,6,6,17316.5375773246
707,1533,6,6,45369.4795146414
708,1534,6,6,70295.4029062501
709,1536,6,6,19444.9735147797
710,1538,6,6,7523.58682927336
711,1540,6,6,12260.3206629328
712,1542,6,6,17879.3196664212
713,1543,6,6,2063.4858028131
714,1543,60,60,1233.23401141623
715,1544,5,5,18667.7026572094
716,1545,6,6,12742.3687977474
717,1546,6,6,15785.9552011878
718,1648,6,6,42510.2086405271
719,1650,5,5,12464.1582248236
720,1660,5,5,71250.5787810161
721,1662,6,6,11569.1202438409
722,1664,6,6,45283.023204631
723,1666,6,6,93593.5786732783
724,1666,7,7,11812.7207764444
725,1668,5,5,135199.422071543
726,1670,5,5,66690.569231069
727,1672,6,6,42768.118352621
728,1576,5,5,33142.4882893416
729,1576,50,50,3604.97702363341
730,1578,5,5,6591.82997364674
731,1580,5,5,26378.6517579507
732,1581,6,6,6088.54723736075
733,1582,7,7,20366.3208525104
734,1583,6,6,10696.8194588284
735,1584,5,5,13836.9654146721
736,1585,6,6,10960.3122337042
737,1586,6,6,17994.3225206008
738,1588,6,6,17633.7315519683
739,1588,7,7,17543.2892907268
740,1590,7,7,11119.5999272135
741,1592,7,7,1091.73183901204
742,1594,6,6,3847.72418588799
743,1596,6,6,4449.81057807344
744,1598,7,7,1392.96661325403
745,1610,6,6,9632.55263474718
746,1612,5,5,40230.1203301649
747,1614,6,6,42622.7823158976
748,1616,6,6,15149.1723496933
749,1618,7,7,42578.7283097429
750,1620,6,6,27969.6187538321
751,1622,5,5,14556.4820432472
752,1624,6,6,3204.17884498969
753,1626,6,6,10367.4941537179
754,1628,6,6,14839.4204647196
755,1629,7,7,4374.56407421604
756,1630,6,6,25400.9913536122
757,1632,5,5,11540.6356098247
758,1634,6,6,2499.29360961715
759,1636,5,5,10711.2025097489
760,1636,6,6,141145.906912142
761,1638,5,5,12563.2403529676
762,1640,6,6,59328.4145178234
763,1642,7,7,6866.97775251564
764,1644,6,6,2810.99444699705
765,1646,7,7,24026.5203702329
766,1741,60,60,8310.24689405586
767,1742,7,7,4059.13781718576
768,1743,5,5,9194.70169270307
769,1744,6,6,12932.1614656614
770,1745,5,5,11403.8034147014
771,1746,6,6,13763.1227572316
772,1746,7,7,17740.9886533038
773,1747,6,6,2055.36259215932
774,1747,60,60,6107.6645588379
775,1748,6,6,5969.24496234921
776,1754,6,6,15740.704033096
777,1755,5,5,1917.16282131646
778,1756,6,6,6701.21841842404
779,1756,60,60,2050.51727441538
780,1758,5,5,3407.34135283803
781,1760,5,5,1382.86909577625
782,1761,5,5,1337.93017547906
783,1762,4,4,1321.55088143086
784,1764,5,5,2925.25373425251
785,1764,50,50,292.19799909675
786,1749,6,6,3190.71034072868
787,1750,7,7,5100.64919033838
788,1751,5,5,1746.22853963686
789,1752,5,5,31332.1090768489
790,1753,4,4,5698.39017318686
791,1753,5,5,3234.67316182996
792,1676,6,6,19289.6935076543
793,1676,7,7,104868.579678319
794,1678,6,6,8412.32385853683
795,1680,6,6,2284.22359913993
796,1684,6,6,46837.5836345389
797,1686,6,6,32514.7763926837
798,1690,4,4,1377.86805164934
799,1691,5,5,4471.51482653806
800,1692,4,4,2198.76174271796
801,1692,5,5,12600.567702345
802,1693,4,4,724.185176639788
803,1694,5,5,4054.40920563961
804,1695,5,5,7140.62357730207
805,1696,4,4,1221.64549948321
806,1696,5,5,6522.53159909303
807,1696,6,6,34003.4245836077
808,1697,5,5,7949.6668400775
809,1698,6,6,15745.1383251672
810,1698,7,7,20014.8506823873
811,1699,6,6,1096.88578513384
812,1700,6,6,51624.3436429893
813,1701,5,5,2153.53878051499
814,1702,6,6,12938.1237753992
815,1702,7,7,43699.7578281236
816,1703,5,5,1157.97879920406
817,1704,5,5,75107.7356826338
818,1705,4,4,1972.13654910294
819,1706,6,6,44303.143896835
820,1707,6,6,25078.1058963441
821,1708,6,6,15474.6620739264
822,1709,6,6,964.091240406566
823,1710,7,7,9087.04717440216
824,1712,5,5,19853.5017097175
825,1714,6,6,16473.5301112559
826,1715,6,6,10839.4314280475
827,1716,6,6,102299.310776282
828,1718,6,6,24332.0902490759
829,1730,7,7,11632.979187408
830,1732,6,6,26432.6369458471
831,1734,7,7,12220.3793392592
832,1736,6,6,17595.8313242083
833,1738,6,6,47719.3130340168
834,1738,7,7,4076.63938655707
835,1739,6,6,3059.7111172523
836,1739,60,60,1041.15321161842
837,1740,5,5,21190.0461357368
838,1741,6,6,2131.70663195563
839,1850,5,5,25177.5728940461
840,1851,5,5,14740.3969228989
841,1852,6,6,18976.5418202507
842,1854,5,5,80888.0134174473
843,1765,5,5,4821.54780077924
844,1766,7,7,965.93799616574
845,1767,5,5,997.954108597546
