OBJECTID,Label,Route,Direction,Type_,Exit_Num,Ramp_Num,Beg_MP,End_MP,Speed_Limit,RteDirID,Shape_Length
518,0294P,0294,P,M,,,0,0.383,,439,812.347076919992
519,0079P,0079,P,M,,,0.938,3.427,55,1376,5353.05597402744
520,0196P,0196,P,M,,,21.698,36.922,65,407,32327.6241630885
521,0006P,0006,P,M,,,246.333,247.431,40,1332,2290.21040532187
522,0023P,0023,P,M,,,27.888,28.422,45,1339,1157.20315011193
523,0068P,0068,P,M,,,11.647,23.922,55,1368,25941.99828598
524,0154P,0154,P,M,,,19.19,21.569,50,1426,5068.66436009435
525,0089P,0089,P,M,,,284.238,285.052,55,1384,1707.8416493633
526,0101P,0101,P,M,,,20.229,21.235,45,1391,2158.25569955054
527,0264P,0264,P,M,,,4.297,8.306,45,430,8394.44175692514
528,0138P,0138,P,M,,,13.406,19.485,65,1414,12865.370837103
529,0089P,0089,P,M,,,165.02,178.642,65,1384,28083.6838531567
530,0061P,0061,P,M,,,4.586,5.332,40,1364,1607.89719760783
531,0132P,0132,P,M,,,32.677,34.152,35,1411,3086.8688994419
532,0189P,0189,P,M,,,0,3.513,35,403,7429.06780571702
533,0032P,0032,P,M,,,9.696,10.178,45,1345,1012.20599629025
534,0015N,0015,N,M,,,0,12.511,70,6661,25459.9528557106
535,0066P,0066,P,M,,,3.104,4.042,40,317,1997.91432121737
536,0089P,0089,P,M,,,478.718,492.003,55,1384,28450.6542386265
537,0009P,0009,P,M,,,29.509,30.655,35,1326,2321.00112222997
538,0318P,0318,P,M,,,0,2.214,40,447,4488.60884169587
539,0191P,0191,P,M,,,358.296,362.202,65,350,8309.77550794676
540,0012P,0012,P,M,,,7.296,13.297,65,1328,12234.8851826597
541,0022P,0022,P,M,,,2.082,3.014,30,1338,1918.25479217887
542,0089P,0089,P,M,,,261.823,263.211,35,1384,2904.72176788391
543,0091P,0091,P,M,,,40.258,45.271,60,324,10845.8278780697
544,0224P,0224,P,M,,,5.269,6.194,35,357,1972.81848518384
545,0040P,0040,P,M,,,0,12.564,65,310,26776.6044351166
546,0138P,0138,P,M,,,9.757,11.133,35,1414,2911.11867566414
547,0191N,0191,N,M,,,132.394,135.049,,5326,5645.72841836004
548,0126P,0126,P,M,,,20.536,21.586,50,1409,2301.26258016378
549,0167P,0167,P,M,,,1.975,11.092,55,1434,19547.1257352371
550,0089P,0089,P,M,,,65.061,65.271,45,1384,425.878844090567
551,0115P,0115,P,M,,,5.635,6.023,50,1401,815.164168281766
552,0301P,0301,P,M,,,0,0.377,15,441,799.075704663896
553,0018P,0018,P,M,,,0,1.837,45,304,3731.20655496136
554,0026P,0026,P,M,,,0,2.463,45,1341,5273.64661669047
555,0077P,0077,P,M,,,0,0.706,45,1375,1497.43983686971
556,0204P,0204,P,M,,,4.664,5.419,45,413,1649.41201421726
557,0038P,0038,P,M,,,13.181,14.597,45,1348,3052.58235969268
558,0068P,0068,P,M,,,70.064,70.623,40,1368,1200.89111390954
559,0013P,0013,P,M,,,12.305,13.955,40,1329,3593.83240909471
560,0162P,0162,P,M,,,3.574,12.457,55,344,17991.601433902
561,0089P,0089,P,M,,,332.754,333.345,45,1384,1240.52278907416
562,0114N,0114,N,M,,,0.731,1.021,40,6800,657.050692564079
563,0271P,0271,P,M,,,3.391,4.26,40,432,1756.89248847384
564,0143P,0143,P,M,,,0,1.505,55,1418,3018.94984246407
565,0050P,0050,P,M,,,157.261,157.515,50,1356,527.102571270014
566,0073P,0073,P,M,,,25.798,31.278,65,1372,11568.8697904519
567,0199P,0199,P,M,,,7.773,17.741,40,409,21027.2743549813
568,0009P,0009,P,M,,,14.54,17.093,65,1326,5164.97848604554
569,0023P,0023,P,M,,,12.615,15.769,60,1339,6808.41169781332
570,0015P,0015,P,M,,,63.004,138.839,80,1333,155774.952180369
571,0063P,0063,P,M,,,0,0.681,40,316,1401.60858679679
572,0319P,0319,P,M,,,0.845,1.203,25,369,758.446779554381
573,0072P,0072,P,M,,,4.937,6.795,45,1371,3821.43455635261
574,0147P,0147,P,M,,,13.688,15.102,45,339,2964.61973483158
575,0089P,0089,P,M,,,238.543,240.63,45,1384,4362.8481700289
576,0092P,0092,P,M,,,23.236,25.05,30,1386,3840.79369036924
577,0259P,0259,P,M,,,0,0.345,35,1280,732.778404884027
578,0040P,0040,P,M,,,158.063,174.624,65,310,35013.7578629103
579,0133P,0133,P,M,,,1.585,6.011,55,335,9160.82222024216
580,0152P,0152,P,M,,,0,2.379,50,1424,5099.2205408058
581,0089P,0089,P,M,,,130.354,131.007,35,1384,1341.42468848921
582,0056P,0056,P,M,,,25.026,25.68,55,314,1328.9717873138
583,0125P,0125,P,M,,,6.889,8.621,55,1408,3595.93314845627
584,0190P,0190,P,M,,,1.966,7.103,40,404,10790.8337789802
585,0030P,0030,P,M,,,110.097,113.416,40,1343,7199.72204326219
586,0117P,0117,P,M,,,8.263,8.885,35,331,1297.90552030084
587,0289P,0289,P,M,,,0,1.714,30,1285,3501.17158116492
588,0017P,0017,P,M,,,4.334,6.06,60,1335,3479.96708603279
589,0030P,0030,P,M,,,92.025,97.344,60,1343,11462.4678307318
590,0240P,0240,P,M,,,0,0.963,50,425,2037.58540470055
591,0040P,0040,P,M,,,140.759,141.85,50,310,2324.08028759793
592,0012P,0012,P,M,,,79.505,83.29,55,1328,7738.14556459588
593,0121P,0121,P,M,,,1.603,9.457,60,1405,16582.175533666
594,0171P,0171,P,M,,,14.168,15.66,40,346,3149.00971574643
595,0084N,0084,N,M,,,114.515,119.773,70,6664,11062.8890488094
596,0106P,0106,P,M,,,7.427,9.096,40,1395,3550.42882023644
597,0282P,0282,P,M,,,1.152,2.944,35,435,3803.89708384436
598,0121P,0121,P,M,,,9.457,9.839,40,1405,807.365262778751
599,0028P,0028,P,M,,,0.377,29.274,65,1342,60289.9256604398
600,0052P,0052,P,M,,,2.099,4.122,45,313,4262.97511084786
601,0080N,0080,N,M,,,161.752,179.631,70,6663,38162.6635695106
602,0199P,0199,P,M,,,17.741,20.116,45,409,5013.9348904564
603,0038P,0038,P,M,,,0,8.068,55,1348,17408.8493418371
604,0068P,0068,P,M,,,29.327,32.251,50,1368,6199.94145899482
605,0012P,0012,P,M,,,2.497,5.018,45,1328,5133.11320320554
606,0021P,0021,P,M,,,0,0.954,65,305,1986.97670735199
607,0089P,0089,P,M,,,256.254,256.696,50,1384,922.68538734125
608,0097P,0097,P,M,,,3.154,5.347,35,1459,4657.00721302086
609,0224P,0224,P,M,,,2.89,4.116,40,357,2616.43253051952
610,0040P,0040,P,M,,,18.19,18.734,50,310,1156.31359061853
611,0191P,0191,P,M,,,52.032,52.779,50,350,1523.05552912496
612,0012P,0012,P,M,,,71.558,72.505,55,1328,1946.95517591501
613,0125P,0125,P,M,,,8.621,9.788,35,1408,2431.28911479737
614,0163P,0163,P,M,,,21.942,41.405,65,1432,39402.0399768111
615,0083P,0083,P,M,,,18.971,30.726,65,1380,25401.7562946684
616,0113P,0113,P,M,,,5.084,6.324,50,1400,2617.45970083334
617,0268P,0268,P,M,,,0,0.734,40,257,1591.92265041244
618,0028P,0028,P,M,,,42.311,43.612,55,1342,2764.51990530632
619,0051P,0051,P,M,,,0.653,2.917,50,1357,4768.76027746677
620,0080P,0080,P,M,,,99.323,112.168,75,321,27341.0904316565
621,0204P,0204,P,M,,,4.143,4.664,50,413,1114.48081837827
622,0036P,0036,P,M,,,65.238,66.406,55,1347,2492.91428164188
623,0068P,0068,P,M,,,62.635,67.365,50,1368,10150.386495321
624,0013P,0013,P,M,,,13.955,33.135,55,1329,41494.8070682985
625,0162P,0162,P,M,,,15.015,15.197,45,344,369.242130686543
626,0089P,0089,P,M,,,384.432,386.954,45,1384,5316.55597509621
627,0102P,0102,P,M,,,16.003,16.568,30,1392,1215.57160757195
628,0256P,0256,P,M,,,2.572,2.824,50,360,524.059304961209
629,0143P,0143,P,M,,,3.033,3.296,35,1418,530.971494588571
630,0050P,0050,P,M,,,116.765,130.052,65,1356,6626.66254030739
631,0073P,0073,P,M,,,4.274,5.119,55,1372,1784.3626417049
632,0198P,0198,P,M,,,9.621,11.5,50,408,3955.61849528255
633,0006P,0006,P,M,,,83.467,87.432,55,1332,8237.23524249618
634,0009P,0009,P,M,,,0,3.663,60,1326,7402.93855391523
635,0023P,0023,P,M,,,2.265,2.573,40,1339,661.70237135324
636,0014P,0014,P,M,,,17.454,40.995,50,1330,47206.4339421267
637,0062P,0062,P,M,,,38.394,38.646,50,1365,520.875502204128
638,0091P,0091,P,M,,,28.283,29.017,45,324,1583.84330372165
639,0071P,0071,P,M,,,18.979,22.465,40,318,7436.25262389754
640,0153P,0153,P,M,,,35.028,40.107,40,341,10466.6779463616
641,0089P,0089,P,M,,,225.484,226.334,50,1384,1769.01770924614
642,0096P,0096,P,M,,,6.547,22.759,55,1389,34021.8328813561
643,0224P,0224,P,M,,,9.461,10.962,55,357,3208.07025998302
644,0040P,0040,P,M,,,87.549,87.951,55,310,849.283969664753
645,0133P,0133,P,M,,,0,1.196,35,335,2477.68992242427
646,0191P,0191,P,M,,,125.295,126.44,30,350,2370.04209896028
647,0087P,0087,P,M,,,28.837,30.428,50,323,3357.16330921197
648,0056P,0056,P,M,,,55.621,58.707,55,314,6281.67771594219
649,0128P,0128,P,M,,,34.915,41.592,50,1319,13830.1730076441
650,0189P,0189,P,M,,,28.452,28.89,45,403,926.27308785285
651,0030P,0030,P,M,,,109.069,110.097,30,1343,2241.11436646451
652,0116P,0116,P,M,,,6.378,7.061,35,1402,1440.66439150735
653,0311P,0311,P,M,,,0,2.39,50,265,5016.7749886442
654,0018P,0018,P,M,,,1.837,3.237,35,304,2824.99728667324
655,0024P,0024,P,M,,,94.827,112.513,65,1340,36371.2054347447
656,0209P,0209,P,M,,,0,1.189,30,414,2521.18678089512
657,0037P,0037,P,M,,,0.628,2.067,40,309,3070.92247840409
658,0070P,0070,P,M,,,138.697,146.477,60,1370,16099.2921381795
659,0012P,0012,P,M,,,58.832,59.987,30,1328,2358.26136450487
660,0120P,0120,P,M,,,1.148,1.632,45,332,991.182708077198
661,0167P,0167,P,M,,,0,1.975,45,1434,4271.64392377787
662,0084N,0084,N,M,,,91.772,95.85,65,6664,8752.48637430208
663,0108P,0108,P,M,,,4.103,6.082,40,1396,4241.40694556651
664,0273P,0273,P,M,,,1.966,2.632,35,258,1411.71569174114
665,0118P,0118,P,M,,,6.853,8.508,55,1403,3419.64928182305
666,0044P,0044,P,M,,,11.544,13.479,45,1353,4101.52507171765
667,0077P,0077,P,M,,,6.612,7.456,40,1375,1778.72589347459
668,0202P,0202,P,M,,,0,1.683,45,353,3617.20044696109
669,0006P,0006,P,M,,,159.03,173.446,35,1332,3251.69039932207
670,0068P,0068,P,M,,,40.983,42.413,40,1368,3047.40077236363
671,0150P,0150,P,M,,,0,0.674,35,340,1439.90781127784
672,0089P,0089,P,M,,,327.508,327.69,40,1384,380.55570963611
673,0104P,0104,P,M,,,2.595,3.088,55,1393,1246.09171112301
674,0260P,0260,P,M,,,0.725,1.957,35,429,2554.13690003537
675,0138P,0138,P,M,,,20.15,20.444,40,1414,632.431353586643
676,0089P,0089,P,M,,,114.318,115.56,60,1384,2535.04347954623
677,0056P,0056,P,M,,,58.707,59.702,50,314,2020.49926629697
678,0191P,0191,P,M,,,262.968,269.745,40,350,14242.6859872706
679,0006P,0006,P,M,,,104.344,105.504,55,1332,2428.85576170821
680,0132P,0132,P,M,,,3.994,5.497,45,1411,3139.52385214796
681,0032P,0032,P,M,,,13.303,17.022,55,1345,7909.50183099854
682,0023P,0023,P,M,,,7.86,8.195,45,1339,722.087417508748
683,0015N,0015,N,M,,,243.926,258.95,75,6661,31667.8266607435
684,0062P,0062,P,M,,,0,1.308,55,1365,2695.41348216278
685,0091P,0091,P,M,,,22.977,24.877,55,324,4102.20527896062
686,0010P,0010,P,M,,,37.359,37.701,45,1327,712.303138195722
687,089AP,089A,P,M,,,2.847,2.945,30,301,198.038913942841
688,0191P,0191,P,M,,,394.315,396.334,40,350,4322.43541546158
689,0012P,0012,P,M,,,16.342,18.415,50,1328,4251.05435607737
690,0089P,0089,P,M,,,228.355,238.036,65,1384,20164.5176754201
691,0013P,0013,P,M,,,1.194,1.841,30,1329,1395.17551126104
692,0161P,0161,P,M,,,0,0.911,55,1431,1879.66948578379
693,0089P,0089,P,M,,,413.089,414.992,35,1384,4046.45112818849
694,0102P,0102,P,M,,,14.04,15.409,50,1392,2941.28022052399
695,0257P,0257,P,M,,,0,0.525,30,255,1096.73388116826
696,0140P,0140,P,M,,,0,0.936,,337,1962.92007186289
697,0046P,0046,P,M,,,8.625,9.171,40,1355,1119.52574159811
698,0191P,0191,P,M,,,353.85,358.296,55,350,9466.44821779772
699,0006P,0006,P,M,,,141.048,149.564,60,1332,17903.5125538225
700,0132P,0132,P,M,,,5.497,32.095,65,1411,55604.520895382
701,0009P,0009,P,M,,,19.615,26.67,65,1326,14264.4857508853
702,0035P,0035,P,M,,,37.379,38.221,35,1346,1781.60241088318
703,0023P,0023,P,M,,,15.769,17.317,55,1339,3342.59249300427
704,0016P,0016,P,M,,,0,9.869,65,1334,20911.643350215
705,0065P,0065,P,M,,,28.235,28.315,35,1367,169.088080840474
706,0089P,0089,P,M,,,433.171,459.308,45,1384,1578.12720336396
707,0072P,0072,P,M,,,8.31,9.027,50,1371,1472.42269594958
708,0191P,0191,P,M,,,353.444,353.85,50,350,864.357736518012
709,0089P,0089,P,M,,,263.842,276.3,65,1384,26058.3067354685
710,0092P,0092,P,M,,,25.05,27.296,35,1386,4775.3365902479
711,0248P,0248,P,M,,,12.557,14.064,55,1279,3196.85648343514
712,0040P,0040,P,M,,,121.132,121.605,50,310,995.709798328894
713,0137P,0137,P,M,,,0.599,1.096,50,336,1036.82258724992
714,0191P,0191,P,M,,,97.431,121.159,65,350,48789.4593325159
715,0087P,0087,P,M,,,30.428,37.509,55,323,14900.4077054772
716,0058P,0058,P,M,,,0,0.899,35,1362,1901.48681528841
717,0006P,0006,P,M,,,27.1,27.81,50,1332,1472.87120361661
718,0128P,0128,P,M,,,0,8.416,45,1319,17353.3763036812
719,0172P,0172,P,M,,,7.099,9.218,50,1436,4503.45740410323
720,0031P,0031,P,M,,,0,0.659,35,1344,1382.26901569633
721,0089P,0089,P,M,,,64.562,65.061,35,1384,1009.28568125336
722,0115P,0115,P,M,,,0.514,0.925,35,1401,866.836446010438
723,0299P,0299,P,M,,,0,1.03,,1287,2124.20945099623
724,0021P,0021,P,M,,,106.701,107.004,45,305,619.90770490202
725,0030P,0030,P,M,,,90.832,92.025,55,1343,2584.26558854456
726,0081P,0081,P,M,,,1.733,2.475,35,1378,1611.16521078891
727,0209P,0209,P,M,,,11.523,18.84,40,414,15602.1830173638
728,0036P,0036,P,M,,,20.46,21.88,55,1347,2981.67538953048
729,0070P,0070,P,M,,,7.941,17.978,75,1370,20715.2305694561
730,0012P,0012,P,M,,,60.629,68.873,60,1328,16809.2360236835
731,0159P,0159,P,M,,,0,8.018,65,343,16655.3174853348
732,0085P,0085,P,M,,,12.507,20.839,65,6660,17742.9688885206
733,0113P,0113,P,M,,,2.745,3.314,40,1400,1202.65448517647
734,0269P,0269,P,M,,,1.08,1.548,35,362,984.283468397537
735,0118P,0118,P,M,,,14.853,16.346,40,1403,3086.47337874399
736,0045P,0045,P,M,,,5.137,36.496,65,1354,66049.8779988841
737,0076P,0076,P,M,,,0,2.431,30,1374,5018.8828845736
738,0201P,0201,P,M,,,18.023,18.095,30,411,164.209622261268
739,0007N,0007,N,M,,,0.257,2.917,45,6617,5352.39471828529
740,0024P,0024,P,M,,,69.628,79.079,55,1340,19431.9603322924
741,0070N,0070,N,M,,,0,7.551,80,6662,31547.154574838
742,0147P,0147,P,M,,,5.65,8.163,45,339,5273.95702636177
743,0089P,0089,P,M,,,348.04,348.408,30,1384,766.103801099101
744,0103P,0103,P,M,,,0,0.225,30,327,455.028222070954
745,0257P,0257,P,M,,,66.776,69.246,55,255,5155.26230179664
746,0142P,0142,P,M,,,4.582,11.383,40,1417,14676.8611622943
747,0089P,0089,P,M,,,157.475,158.789,40,1384,2696.59238605237
748,0055P,0055,P,M,,,0.708,1.758,30,1360,2211.36774279246
749,0191P,0191,P,M,,,396.334,404.168,55,350,16766.217012947
750,0006P,0006,P,M,,,139.465,141.048,30,1332,3305.14904044692
751,0132P,0132,P,M,,,0,0.671,45,1411,1401.85497178833
752,0186P,0186,P,M,,,2.847,5.075,35,402,4721.4914956175
753,0032P,0032,P,M,,,18.843,19.743,55,1345,1911.43967872898
754,0024P,0024,P,M,,,51.631,52.831,30,1340,2473.87618150852
755,0015P,0015,P,M,,,138.839,141.604,75,1333,5720.60315907828
756,0062P,0062,P,M,,,2.183,12.423,55,1365,21000.8469581611
757,0089P,0089,P,M,,,499.033,502.577,50,1384,7703.39065010018
758,0009P,0009,P,M,,,44.85,57.075,55,1326,24738.6442153858
759,0191P,0191,P,M,,,387.379,388.788,50,350,3018.89802703431
760,0010P,0010,P,M,,,49.093,63.826,65,1327,30754.3708525496
761,0021P,0021,P,M,,,107.143,107.575,30,305,899.161256051461
762,0089P,0089,P,M,,,278.505,279.232,55,1384,1524.5466232303
763,0097P,0097,P,M,,,0.555,1.482,50,1459,1977.27607499285
764,0232P,0232,P,M,,,0,1.311,40,252,2815.098741431
765,0040P,0040,P,M,,,86.152,86.773,30,310,1311.58643737896
766,0138P,0138,P,M,,,8.695,9.757,40,1414,2246.31708900821
767,0191P,0191,P,M,,,38.823,40.182,50,350,2767.26202506698
768,0125P,0125,P,M,,,9.788,17.005,65,1408,15055.1521646833
769,0171P,0171,P,M,,,1.557,5.589,45,346,8555.48836687342
770,0089P,0089,P,M,,,80.981,81.448,45,1384,948.317864291243
771,0118P,0118,P,M,,,5.232,6.054,35,1403,1692.3892080243
772,0314P,0314,P,M,,,0,0.767,,445,1644.63065373879
773,0017P,0017,P,M,,,2.753,4.334,40,1335,3205.56311221857
774,0024P,0024,P,M,,,79.079,90.21,45,1340,22866.7544623145
775,0078P,0078,P,M,,,0,0.62,45,320,1298.85420013878
776,0203P,0203,P,M,,,5.421,6.137,50,412,1557.33894277733
777,0036P,0036,P,M,,,56.879,57.378,50,1347,1057.35381821374
778,0068P,0068,P,M,,,58.191,59.231,45,1368,2217.8826081287
779,0013P,0013,P,M,,,1.841,2.652,35,1329,1749.22132360506
780,0096P,0096,P,M,,,0,5.545,55,1389,11650.5469564894
781,0232P,0232,P,M,,,2.297,2.401,25,252,281.291767731973
782,0040P,0040,P,M,,,105.561,113.442,65,310,16667.5661377325
783,0137P,0137,P,M,,,6.973,7.161,40,336,391.678601532772
784,0191P,0191,P,M,,,84.288,85.682,65,350,2861.94784387993
785,0089P,0089,P,M,,,84.973,85.481,45,1384,1032.16345735039
786,0006P,0006,P,M,,,10.88,20.146,40,1332,19173.3094433451
787,0125P,0125,P,M,,,17.005,18.617,55,1408,3371.92301381135
788,0171P,0171,P,M,,,9.776,14.168,35,346,9295.08127410198
789,0089N,0089,N,M,,,384.36,396.921,55,5463,3714.07529384844
790,0114P,0114,P,M,,,2.463,7.718,45,330,11167.2943793227
791,0286P,0286,P,M,,,0,1.307,,260,2830.42763543031
792,0019P,0019,P,M,,,3.342,4.552,55,1336,2521.86660581928
793,0030P,0030,P,M,,,0,49.407,65,1343,106349.892638467
794,0082P,0082,P,M,,,2.208,2.812,40,1379,1307.75595826945
795,0218P,0218,P,M,,,0,4.696,60,356,10121.5883240938
796,0039P,0039,P,M,,,8.884,13.285,40,1349,9421.37824854041
797,0070P,0070,P,M,,,231.588,231.673,75,1370,176.984353915139
798,0157P,0157,P,M,,,2.058,4.335,50,1428,4756.5343875294
799,0085P,0085,P,M,,,1.156,3.031,50,6660,3997.91112234429
800,0106P,0106,P,M,,,9.096,9.426,35,1395,755.000655680584
801,0273P,0273,P,M,,,0,1.192,45,258,2524.56209178255
802,0121P,0121,P,M,,,12.045,22.361,60,1405,21773.8536266833
803,0044P,0044,P,M,,,24.826,27.422,55,1353,5539.21487886264
804,0077P,0077,P,M,,,0.706,2.162,50,1375,3086.74561566847
805,0201P,0201,P,M,,,7.35,9.173,55,411,3871.92086828935
806,0006P,0006,P,M,,,182.038,220.927,65,1332,81679.2230801294
807,0023P,0023,P,M,,,0.386,2.265,35,1339,4057.56853005687
808,0062P,0062,P,M,,,1.308,2.183,40,1365,1797.99002579935
809,0154N,0154,N,M,,,21.116,22.093,50,1425,2067.58199795162
810,0089P,0089,P,M,,,346.939,348.04,35,1384,2301.76916353738
811,0101P,0101,P,M,,,13.591,14.301,30,1391,1527.08960592024
812,0261P,0261,P,M,,,7.161,9.682,15,256,5072.60724178892
813,0132P,0132,P,M,,,55.971,56.126,40,1411,325.238204110022
814,0089P,0089,P,M,,,90.146,95.107,55,1384,10062.5014205461
815,0060P,0060,P,M,,,0.712,3.107,35,1363,5075.64207773248
816,0130P,0130,P,M,,,42.201,43.154,35,1410,1958.54667185654
817,0186P,0186,P,M,,,8.398,8.553,45,402,321.506582247412
818,0031P,0031,P,M,,,28.394,32.933,45,1344,9506.90495468003
819,0015N,0015,N,M,,,64.601,137.302,80,6661,149086.307664436
820,0089P,0089,P,M,,,492.003,495.643,50,1384,7869.13127269049
821,0010P,0010,P,M,,,27.681,37.359,65,1327,20147.3607125007
822,0191P,0191,P,M,,,365.178,372.527,40,350,15569.9552342887
823,0010P,0010,P,M,,,46.319,46.608,45,1327,603.745846879263
824,0018P,0018,P,M,,,19.889,20.779,40,304,1806.90780533936
825,0089P,0089,P,M,,,242.187,249.133,65,1384,14450.8820630034
826,0092P,0092,P,M,,,13.824,23.236,20,1386,19905.4315549952
827,0248P,0248,P,M,,,1.427,2.803,50,1279,2924.37126404978
828,0040N,0040,N,M,,,0.223,1.272,45,1350,2222.72922529737
829,0191P,0191,P,M,,,72.583,73.009,40,350,870.435629115066
830,0126P,0126,P,M,,,10.809,11.309,50,1409,1072.6324781647
831,0164P,0164,P,M,,,0.235,2.045,55,1433,3784.5725994664
832,0085N,0085,N,M,,,13.332,20.839,65,6765,16061.7202736893
833,0112P,0112,P,M,,,0,0.672,40,1399,1375.36832732248
834,0296P,0296,P,M,,,0,1.424,,440,3051.66482000488
835,0024P,0024,P,M,,,116.743,117.096,55,1340,726.881767232214
836,0080N,0080,N,M,,,100.619,114.534,75,6663,29735.3432894199
837,0211P,0211,P,M,,,0,9.192,40,355,18846.870095779
838,0038P,0038,P,M,,,8.911,10.304,45,1348,3005.56909358666
839,0070N,0070,N,M,,,146.551,148.269,60,6662,7163.35924754754
840,0012P,0012,P,M,,,87.294,92.187,60,1328,10004.8934955179
841,0158P,0158,P,M,,,0.734,2.197,50,1429,3141.64792604124
842,0089P,0089,P,M,,,386.954,398.19,40,1384,11243.7717136971
843,0101P,0101,P,M,,,1.758,3.498,50,1391,3729.13282711481
844,0274P,0274,P,M,,,0.785,1.257,50,433,941.525853043515
845,0141P,0141,P,M,,,0,2.518,45,1416,5219.68906653562
846,0044P,0044,P,M,,,21.899,24.826,50,1353,6222.95514570526
847,0073P,0073,P,M,,,20.316,21.306,55,1372,2088.77906159411
848,0198P,0198,P,M,,,3.891,5.154,35,408,2666.03884978869
849,0009P,0009,P,M,,,4.248,7.309,55,1326,6175.24813592992
850,0024P,0024,P,M,,,8.189,8.814,40,1340,1298.68264719
851,0015P,0015,P,M,,,141.604,241.607,80,1333,208489.99485538
852,0067P,0067,P,M,,,0,11.5,55,6369,24635.4866657092
853,0491P,0491,P,M,,,1.158,2.362,55,1291,2457.4801185818
854,0071P,0071,P,M,,,12.757,18.979,45,318,13240.9971074176
855,0151P,0151,P,M,,,2.607,4.235,45,1423,3536.68689564414
856,0089P,0089,P,M,,,250,254.01,65,1384,8357.73476083793
857,0094P,0094,P,M,,,0,0.958,40,325,1985.31736297216
858,0224P,0224,P,M,,,1.156,2.89,25,357,3688.89733993571
859,0040P,0040,P,M,,,144.63,145.169,35,310,1145.18829078557
860,0134P,0134,P,M,,,14.075,14.304,40,1412,510.215051206829
861,0191P,0191,P,M,,,0,25.692,65,350,52138.4593924462
862,0162P,0162,P,M,,,0,3.574,45,344,7244.60694620492
863,0085N,0085,N,M,,,2.037,5.069,50,6765,5440.79841001337
864,0111P,0111,P,M,,,2.797,8.476,60,1398,12060.3469603809
865,0270P,0270,P,M,,,0,0.749,30,1282,1598.53313915988
866,0143P,0143,P,M,,,14.803,17.503,35,1418,5412.4598068874
867,0045P,0045,P,M,,,36.496,37.222,50,1354,1535.97593043892
868,0072P,0072,P,M,,,9.027,11.625,40,1371,5346.82076440183
869,0196P,0196,P,M,,,18.677,21.307,65,407,5574.91648940385
870,0006P,0006,P,M,,,233.04,233.672,55,1332,1334.68091299722
871,0009P,0009,P,M,,,17.093,17.6,55,1326,1024.73671410103
872,0024P,0024,P,M,,,56.384,57.624,55,1340,2562.70726068105
873,0016P,0016,P,M,,,21.838,29.359,65,1334,16075.3552769584
874,0065P,0065,P,M,,,27.142,28.235,40,1367,2331.09272911491
875,0072P,0072,P,M,,,21.31,23.987,40,1371,5543.04312084588
876,0148P,0148,P,M,,,0,2.544,40,1421,5112.55929122113
877,0089P,0089,P,M,,,329.052,332.754,50,1384,7720.81134152917
878,0100P,0100,P,M,,,0.611,16.934,55,326,33894.8667142784
879,0248P,0248,P,M,,,14.064,14.481,35,1279,884.819036182385
880,0043P,0043,P,M,,,0,7.215,55,311,15393.3002905719
881,0132P,0132,P,M,,,53.949,54.238,55,1411,606.353124933234
882,0152N,0152,N,M,,,0.24,2.255,50,6504,4292.12343877862
883,0089P,0089,P,M,,,95.107,103.395,65,1384,16848.8455614006
884,0055P,0055,P,M,,,2.041,2.486,40,1360,946.953626187707
885,0129P,0129,P,M,,,4.744,7.27,45,7008,5394.48853082387
886,0186P,0186,P,M,,,1.06,2.847,30,402,3883.99764540446
887,0035P,0035,P,M,,,12.553,27.393,40,1346,31315.5505839195
888,0015P,0015,P,M,,,241.607,256.334,75,1333,31073.0040166499
889,0117P,0117,P,M,,,1.158,1.311,50,331,314.065908731676
890,0010P,0010,P,M,,,12.99,13.563,45,1327,1187.20270552864
891,0303P,0303,P,M,,,0,1.77,,442,3504.02140005504
892,0010P,0010,P,M,,,46.608,47.762,35,1327,2416.26045212215
893,0018P,0018,P,M,,,7.165,12.268,65,304,10300.9746670498
894,0089P,0089,P,M,,,227.53,227.706,45,1384,365.893281374513
895,0243P,0243,P,M,,,0.69,1.397,35,254,1489.30330115434
896,0040P,0040,P,M,,,17.8,18.19,40,310,827.833845048493
897,0191P,0191,P,M,,,37.628,38.823,55,350,2434.32960543356
898,0012P,0012,P,M,,,25.145,25.98,40,1328,1705.17363766939
899,0121P,0121,P,M,,,10.587,12.045,55,1405,3080.34134108874
900,0173P,0173,P,M,,,1.521,3.189,45,1437,3523.36561592898
901,0084N,0084,N,M,,,81.192,91.772,70,6664,22460.4839405907
902,0112P,0112,P,M,,,5.97,8.009,50,1399,4297.28959636229
903,0271P,0271,P,M,,,4.26,5.647,55,432,2804.76854447705
904,0118P,0118,P,M,,,8.508,9.109,40,1403,1242.56361761944
905,0028P,0028,P,M,,,0,0.377,45,1342,785.67126601489
906,0052P,0052,P,M,,,0,1.49,45,313,3137.80900816336
907,0080P,0080,P,M,,,0,99.323,80,321,211215.618863525
908,0215P,0215,P,M,,,2.424,28.928,70,418,56501.1857921074
909,0036P,0036,P,M,,,55.831,56.879,40,1347,2221.70208946508
910,0068P,0068,P,M,,,50.38,56.565,40,1368,13191.2849170663
911,0013P,0013,P,M,,,0,1.194,35,1329,2580.78268203263
912,0158P,0158,P,M,,,3.884,4.515,45,1429,1355.88436937219
913,0089P,0089,P,M,,,414.992,416.581,40,1384,3378.99925517182
