OBJECTID,Label,Route,Direction,Type_,Exit_Num,Ramp_Num,Beg_MP,End_MP,Speed_Limit,RteDirID,Shape_Length
914,0100P,0100,P,M,,,0,0.611,30,326,1280.14122781916
915,0256P,0256,P,M,,,1.43,1.76,50,360,688.783023737848
916,0143P,0143,P,M,,,17.503,18.267,45,1418,1536.3150725114
917,0050P,0050,P,M,,,90.646,116.158,65,1356,53130.2881685351
918,0201N,0201,N,M,,,7.458,9.946,55,410,5266.59102241407
919,0006P,0006,P,M,,,152.42,153.102,40,1332,1433.4966920205
920,0007P,0007,P,M,,,0,18.006,65,6516,36439.4238471462
921,0024P,0024,P,M,,,10.562,51.451,65,1340,84431.8336809707
922,0016P,0016,P,M,,,9.869,10.862,40,1334,2114.3666345277
923,0065P,0065,P,M,,,5.277,14.175,35,1367,18826.0787013861
924,0091P,0091,P,M,,,34.838,39.02,60,324,9036.9212110211
925,0071P,0071,P,M,,,4.524,12.757,40,318,17478.1400557072
926,0151P,0151,P,M,,,0,2.607,40,1423,5548.3258822344
927,0089P,0089,P,M,,,254.01,254.541,55,1384,1106.46796111858
928,0095P,0095,P,M,,,26.219,51.332,55,1388,51367.9757524779
929,0227P,0227,P,M,,,0,0.562,40,1277,1239.57035205315
930,0039P,0039,P,M,,,36.25,46.006,45,1349,20927.4560897059
931,0138P,0138,P,M,,,11.133,12.88,40,1414,3698.85567759891
932,0191P,0191,P,M,,,123.405,124.723,45,350,2718.16447807526
933,0089P,0089,P,M,,,0,5.507,65,1384,11141.1437233576
934,0060P,0060,P,M,,,3.107,6.228,40,1363,6599.66544146055
935,0128P,0128,P,M,,,15.001,24.369,50,1319,19358.72949301
936,0173P,0173,P,M,,,0,1.521,55,1437,3243.06251697915
937,0032P,0032,P,M,,,20.399,21.359,35,1345,2044.11013114221
938,0087P,0087,P,M,,,21.436,21.725,35,323,610.871456632004
939,0115P,0115,P,M,,,0,0.514,30,1401,1102.34288424826
940,0290P,0290,P,M,,,0,1.165,,438,2488.04414460364
941,0019P,0019,P,M,,,0,3.342,40,1336,6957.40798358035
942,0028P,0028,P,M,,,29.424,30.369,35,1342,1977.71378448543
943,0080P,0080,P,M,,,196.622,196.68,75,321,123.400250130222
944,0222P,0222,P,M,,,0,2.041,35,420,4291.74365356515
945,0036P,0036,P,M,,,51.257,52.936,55,1347,3545.83091460704
946,0070P,0070,P,M,,,68.292,73.073,65,1370,9884.98983521089
947,0012P,0012,P,M,,,29.535,40.289,60,1328,21882.2001115232
948,0121P,0121,P,M,,,0,0.725,35,1405,1534.979606063
949,0160P,0160,P,M,,,1.615,2.627,30,1430,2079.41724759541
950,0084P,0084,P,M,,,0,81.276,80,1381,92870.05898647
951,0089P,0089,P,M,,,115.56,116.743,40,1384,2423.7467856898
952,0057P,0057,P,M,,,0,10.529,55,1361,21899.1782245505
953,0129P,0129,P,M,,,0,3.038,45,7008,6503.91091599955
954,0173P,0173,P,M,,,7.807,8.51,50,1437,1483.3886115401
955,0031P,0031,P,M,,,0.659,8.708,40,1344,16690.4047508721
956,0117P,0117,P,M,,,1.311,4.704,60,331,7054.06384617401
957,0315P,0315,P,M,,,0,1.76,45,266,3803.87212433325
958,0020P,0020,P,M,,,0,10.367,65,1337,21224.9367437599
959,0030P,0030,P,M,,,107.36,108.332,55,1343,2101.55591976152
960,0210P,0210,P,M,,,11.534,13.618,25,415,4446.17067149974
961,0040P,0040,P,M,,,86.773,87.102,40,310,695.113929164078
962,0012P,0012,P,M,,,57.513,58.448,50,1328,1911.08462660984
963,0120P,0120,P,M,,,1.632,2.975,30,332,2781.69318267379
964,0164P,0164,P,M,,,2.045,2.744,45,1433,1487.23169804256
965,0084P,0084,P,M,,,92.794,107.042,75,1381,30467.9528203612
966,0113P,0113,P,M,,,6.324,6.697,35,1400,784.338997293464
967,0279P,0279,P,M,,,0,15.178,55,434,31412.9059937092
968,0122P,0122,P,M,,,0,0.465,40,1406,1010.90469978371
969,0053P,0053,P,M,,,1.675,1.949,30,1358,599.777661952613
970,0080N,0080,N,M,,,127.671,161.752,65,6663,72368.0004554495
971,0198P,0198,P,M,,,0,0.891,45,408,1918.51333511352
972,0037P,0037,P,M,,,2.067,12.351,45,309,21965.3905954475
973,0070N,0070,N,M,,,70.635,73.087,65,6662,10106.0550102202
974,0157P,0157,P,M,,,0,0.463,25,1428,998.814730651784
975,0089P,0089,P,M,,,381.727,384.432,50,1384,5776.27152409479
976,0106P,0106,P,M,,,1.382,6.833,40,1395,11632.2363649207
977,0252P,0252,P,M,,,6.539,6.8,50,5943,573.293635892085
978,0143P,0143,P,M,,,9.123,13.226,40,1418,8224.2737135997
979,0043P,0043,P,M,,,7.215,8.658,40,311,3073.63065656795
980,0191P,0191,P,M,,,388.788,393.046,40,350,9107.21457561002
981,0006P,0006,P,M,,,126.147,129.001,40,1332,5988.3807485546
982,0132P,0132,P,M,,,48.085,48.311,45,1411,474.131191123672
983,0035P,0035,P,M,,,32.644,37.379,55,1346,10018.7192107959
984,0023P,0023,P,M,,,8.195,12.615,55,1339,9534.99853002731
985,0015N,0015,N,M,,,258.95,348.607,70,6661,190684.07589675
986,0065P,0065,P,M,,,14.175,27.142,55,1367,27620.8115299185
987,0091P,0091,P,M,,,25.951,28.283,35,324,5043.99280977686
988,0191P,0191,P,M,,,251.974,252.85,40,350,1835.88027559406
989,0089P,0089,P,M,,,249.133,250,40,1384,1809.17042317854
990,0097P,0097,P,M,,,1.482,3.154,40,1459,3566.57820590865
991,0248P,0248,P,M,,,2.803,3.434,45,1279,1342.98651844647
992,0040P,0040,P,M,,,85.841,86.152,40,310,658.835105437423
993,0137P,0137,P,M,,,0,0.599,35,336,1255.42221744282
994,0191P,0191,P,M,,,89.134,94.416,65,350,10854.6224111992
995,0088P,0088,P,M,,,0,16.996,60,1383,35822.6666365246
996,0054P,0054,P,M,,,0.575,1.344,45,1359,1599.60730839833
997,0006P,0006,P,M,,,25.248,27.1,35,1332,3843.51956042455
998,0125P,0125,P,M,,,21.012,21.855,40,1408,1771.57243285507
999,0165P,0165,P,M,,,0,0.512,35,345,1120.00009944113
1000,0035P,0035,P,M,,,5.319,7.046,50,1346,3644.19860033409
1001,0089P,0089,P,M,,,7.569,62.934,65,1384,111996.717407919
1002,0117P,0117,P,M,,,5.083,8.025,60,331,6128.66853740178
1003,0289P,0289,P,M,,,1.714,1.92,25,1285,419.326290540433
1004,0021P,0021,P,M,,,104.898,106.701,55,305,3695.82165185487
1005,0030P,0030,P,M,,,54.595,56.361,55,1343,3810.58771914249
1006,0080P,0080,P,M,,,170.231,196.622,80,321,56520.4497193305
1007,0218P,0218,P,M,,,7.052,7.58,40,356,1137.04195585333
1008,0035P,0035,P,M,,,42.965,62.012,55,1346,40111.8452919299
1009,0070P,0070,P,M,,,21.407,63.806,80,1370,87743.8838105265
1010,0012P,0012,P,M,,,83.29,85.293,35,1328,4098.96246343976
1011,0156P,0156,P,M,,,0,1.382,30,342,2928.54343780653
1012,0086P,0086,P,M,,,1.798,2.141,35,1382,733.1611071003
1013,0111P,0111,P,M,,,1.509,2.797,50,1398,2748.50342200757
1014,0269P,0269,P,M,,,0,1.08,40,362,2300.1902276673
1015,0121P,0121,P,M,,,35.998,37.661,50,1405,3516.72394315424
1016,0050P,0050,P,M,,,89.402,90.223,45,1356,1711.77577251839
1017,0080N,0080,N,M,,,123.698,127.671,70,6663,8380.53955556561
1018,0201P,0201,P,M,,,9.173,16.755,65,411,16151.6960689561
1019,0006P,0006,P,M,,,228.51,230.458,55,1332,4081.84458513991
1020,0024P,0024,P,M,,,0,0.65,50,1340,1351.96969865495
1021,0070N,0070,N,M,,,90.118,146.551,80,6662,233172.92902405
1022,0154P,0154,P,M,,,21.569,24.004,55,1426,5199.53430043194
1023,0089P,0089,P,M,,,348.408,349.469,35,1384,2240.55915191602
1024,0102P,0102,P,M,,,16.741,17.722,50,1392,2109.62720512306
1025,0264P,0264,P,M,,,0.702,4.297,55,430,7503.41438558463
1026,0143P,0143,P,M,,,13.226,14.803,30,1418,3141.81720905478
1027,0089P,0089,P,M,,,178.642,179.383,40,1384,1530.86630167406
1028,0060P,0060,P,M,,,0,0.712,40,1363,1518.01741500258
1029,0108P,0108,P,M,,,0,1.031,40,1396,2208.26841667149
1030,0269P,0269,P,M,,,1.548,1.807,40,362,536.802266664914
1031,0121P,0121,P,M,,,37.661,39.641,45,1405,4191.28611755918
1032,0048P,0048,P,M,,,0,2.09,40,312,4481.44280591163
1033,0077P,0077,P,M,,,4.03,6.612,50,1375,5446.61119833794
1034,0198P,0198,P,M,,,13.661,15.715,45,408,4320.86449254681
1035,0006P,0006,P,M,,,230.458,233.04,10,1332,5428.62421380046
1036,0024P,0024,P,M,,,67.133,67.741,55,1340,1251.18893219902
1037,0068P,0068,P,M,,,32.251,33.123,45,1368,1851.79893399653
1038,0154P,0154,P,M,,,0.93,11.483,60,1426,22386.9397358029
1039,0089P,0089,P,M,,,324.033,327.508,50,1384,7243.2551066899
1040,0104P,0104,P,M,,,0,0.526,45,1393,1141.41972420135
1041,0260P,0260,P,M,,,0.399,0.725,40,429,676.937358456211
1042,0139P,0139,P,M,,,0,1.408,40,1415,2972.96624471931
1043,0089P,0089,P,M,,,103.395,103.866,55,1384,960.084215974895
1044,0056P,0056,P,M,,,60.724,61.502,35,314,1586.25802468932
1045,0193P,0193,P,M,,,2.403,3.586,40,405,2533.76381526134
1046,0006P,0006,P,M,,,82.357,83.467,40,1332,2308.11454807245
1047,0132P,0132,P,M,,,0.671,3.994,65,1411,6942.36063400621
1048,0178P,0178,P,M,,,0,1.198,,347,2527.69994741575
1049,0032P,0032,P,M,,,19.743,20.399,50,1345,1391.75742124517
1050,0024P,0024,P,M,,,59.701,60.812,30,1340,2286.07794140781
1051,0015N,0015,N,M,,,63.068,64.601,75,6661,3137.41662050924
1052,0064P,0064,P,M,,,0,1.94,35,1366,4044.7884561198
1053,0091P,0091,P,M,,,2.673,22.977,60,324,43619.1178785928
1054,0010P,0010,P,M,,,27.279,27.681,45,1327,837.177055615057
1055,0316P,0316,P,M,,,0,3.513,40,446,7173.66009670929
1056,0196P,0196,P,M,,,0,14.237,65,407,30133.2099550069
1057,0012P,0012,P,M,,,20.496,21.489,40,1328,2032.45635259613
1058,0089P,0089,P,M,,,181.249,183.682,60,1384,5026.77637742736
1059,0092P,0092,P,M,,,12.591,13.824,30,1386,2605.09957249255
1060,0224P,0224,P,M,,,8.389,9.461,45,357,2291.64395890535
1061,0040P,0040,P,M,,,104.569,105.561,55,310,2096.88815525661
1062,0135P,0135,P,M,,,0,0.726,40,7201,1545.2036668999
1063,0191P,0191,P,M,,,49.154,50.224,45,350,2185.30553288611
1064,0089N,0089,N,M,,,423.741,423.957,55,5463,475.616021385536
1065,0092P,0092,P,M,,,5.219,6.669,45,1386,3073.49649582963
1066,0123P,0123,P,M,,,0,7.468,65,1407,15558.6882475293
1067,0165P,0165,P,M,,,0.963,4.334,55,345,7271.21448631696
1068,0089P,0089,P,M,,,81.448,82.355,55,1384,1844.80005376147
1069,0115P,0115,P,M,,,7.908,8.247,30,1401,728.453659631094
1070,0302P,0302,P,M,,,0,3.452,25,263,7637.54429899369
1071,0021P,0021,P,M,,,0.954,1.669,40,305,1485.46165294886
1072,0024P,0024,P,M,,,115.405,116.743,40,1340,2752.58606429681
1073,0075P,0075,P,M,,,0.408,0.958,45,1373,1153.23455933709
1074,0209P,0209,P,M,,,1.974,4.528,55,414,5424.59696885163
1075,0035P,0035,P,M,,,38.221,42.074,55,1346,8140.34690667963
1076,0070N,0070,N,M,,,7.551,16.439,65,6662,36464.7095284117
1077,0013P,0013,P,M,,,3.335,5.903,55,1329,5519.83007879062
1078,0161P,0161,P,M,,,1.196,3.084,55,1431,3894.0809592844
1079,0084N,0084,N,M,,,0,81.192,80,6664,91394.7592764025
1080,0114P,0114,P,M,,,1.805,2.463,40,330,1414.9910167544
1081,0280P,0280,P,M,,,0,0.399,30,259,861.0954174117
1082,0143P,0143,P,M,,,19.604,33.421,50,1418,27791.1524123341
1083,0045P,0045,P,M,,,37.222,38.316,40,1354,2315.79845386083
1084,0073P,0073,P,M,,,35.712,36.147,40,1372,1019.60207137693
1085,0201N,0201,N,M,,,9.946,16.699,65,410,14389.7581639751
1086,0006P,0006,P,M,,,153.102,158.744,60,1332,11850.2468672019
1087,0009P,0009,P,M,,,17.6,18.997,45,1326,2822.22054738297
1088,0023P,0023,P,M,,,19.107,19.834,45,1339,1568.11700606505
1089,0063P,0063,P,M,,,1.501,2.63,55,316,2307.51289196489
1090,0072P,0072,P,M,,,31.758,35.393,55,1371,7561.1860288706
1091,0149P,0149,P,M,,,4.156,4.219,45,1422,132.804395181021
1092,0089P,0089,P,M,,,328.631,329.052,40,1384,881.453443621874
1093,0101P,0101,P,M,,,6.043,13.591,45,1391,16199.2547362815
1094,0261P,0261,P,M,,,0,6.65,55,256,13433.8554504454
1095,0040P,0040,P,M,,,156.806,158.063,50,310,2661.49186965683
1096,0137P,0137,P,M,,,7.77,8.499,40,336,1521.05224913285
1097,0089P,0089,P,M,,,158.789,163.901,65,1384,10510.825530809
1098,0057P,0057,P,M,,,10.529,10.691,35,1361,332.920147100725
1099,0130P,0130,P,M,,,6.543,10.526,55,1410,8051.76183960756
1100,0186P,0186,P,M,,,0.312,1.06,50,402,1617.3427632224
1101,0032P,0032,P,M,,,10.178,11.033,35,1345,1814.33879538445
1102,0015N,0015,N,M,,,18.224,58.088,80,6661,80998.5258005128
1103,0115P,0115,P,M,,,1.343,2.583,50,1401,2613.69012027995
1104,0010P,0010,P,M,,,13.563,24.785,65,1327,23303.9007255199
1105,0191P,0191,P,M,,,294.519,352.655,30,350,815.436085167293
1106,0012P,0012,P,M,,,5.018,7.296,55,1328,4653.27028648387
1107,0021P,0021,P,M,,,75.738,76.34,55,305,1237.09120700397
1108,0089P,0089,P,M,,,256.696,261.222,65,1384,9453.49398397346
1109,0099P,0099,P,M,,,3.508,4.193,45,1390,1406.81073954925
1110,0224P,0224,P,M,,,4.116,4.745,25,357,1341.12380413014
1111,0039P,0039,P,M,,,19.774,36.25,55,1349,35324.7268345585
1112,0191P,0191,P,M,,,69.859,70.836,55,350,2000.06433927426
1113,0123P,0123,P,M,,,8.22,11.421,40,1407,6650.60117423867
1114,0163P,0163,P,M,,,17.768,20.027,55,1432,4568.7233519849
1115,0084P,0084,P,M,,,88.471,91.375,55,1381,6201.96855457031
1116,0108P,0108,P,M,,,6.082,11.432,45,1396,11447.0244194748
1117,0276P,0276,P,M,,,34.611,53.764,45,1283,828.612648047315
1118,0191P,0191,P,M,,,128.881,130.405,55,350,3133.81723740867
1119,0132P,0132,P,M,,,32.095,32.677,55,1411,1215.11292953911
1120,0180P,0180,P,M,,,0,1.019,45,1439,2235.55619910067
1121,0032P,0032,P,M,,,11.933,13.303,35,1345,2910.2736089695
1122,0015P,0015,P,M,,,0,11.682,70,1333,23658.0870686188
1123,0066P,0066,P,M,,,4.042,7.989,45,317,8413.96060529337
1124,0090P,0090,P,M,,,0,0.552,40,1385,1193.6477080273
1125,0009P,0009,P,M,,,30.655,44.85,30,1326,4219.0491090459
1126,0319P,0319,P,M,,,0,0.845,35,369,1790.54419870187
1127,0191P,0191,P,M,,,372.527,377.52,50,350,10613.389033246
1128,0010P,0010,P,M,,,65.658,68.017,45,1327,4947.6851184028
1129,0022P,0022,P,M,,,3.014,6.852,55,1338,7894.84301794217
1130,0089P,0089,P,M,,,226.893,227.53,35,1384,1327.55112039899
1131,0095P,0095,P,M,,,0,26.219,65,1388,53868.9863828118
1132,0224P,0224,P,M,,,10.962,11.597,45,357,1376.86284958612
1133,0040P,0040,P,M,,,34.726,85.841,65,310,107941.607743322
1134,0134P,0134,P,M,,,12.577,14.075,55,1412,3218.52528675278
1135,0191P,0191,P,M,,,73.009,79.673,65,350,13638.1322258611
1136,0127P,0127,P,M,,,0,2.507,45,334,5357.35188707429
1137,0168P,0168,P,M,,,0,1.16,35,1435,2506.57132412455
1138,0089P,0089,P,M,,,66.628,71.529,60,1384,9922.20970756903
1139,0117P,0117,P,M,,,4.704,5.083,50,331,788.380328922421
1140,0313P,0313,P,M,,,1.181,2.032,25,1289,1754.13326795703
1141,0021P,0021,P,M,,,76.965,77.288,25,305,669.747354080362
1142,0028P,0028,P,M,,,41.269,42.311,45,1342,2215.56395488364
1143,0077P,0077,P,M,,,8.868,9.069,35,1375,436.742461255571
1144,0210P,0210,P,M,,,3.677,9.956,40,415,13137.4881144078
1145,0039P,0039,P,M,,,3.603,5.784,50,1349,4684.10631991831
1146,0068P,0068,P,M,,,33.123,33.83,50,1368,1498.31204816963
1147,0014P,0014,P,M,,,0.729,12.224,50,1330,23014.2024023304
1148,0162P,0162,P,M,,,22.233,22.624,45,344,791.609556920557
1149,0087P,0087,P,M,,,0,0.4,30,323,863.529488945309
1150,0113P,0113,P,M,,,4.74,5.084,40,1400,729.035322735673
1151,0274P,0274,P,M,,,0,0.785,40,433,1607.28856528957
1152,0143P,0143,P,M,,,3.296,3.517,45,1418,446.372705236478
1153,0050P,0050,P,M,,,157.515,158.128,40,1356,1274.66242814306
1154,0072P,0072,P,M,,,15.875,19.744,40,1371,7993.13744018252
1155,0198P,0198,P,M,,,5.638,6.007,40,408,773.363170266295
1156,0009P,0009,P,M,,,3.663,4.248,50,1326,1181.49553320762
1157,0023P,0023,P,M,,,2.875,6.441,55,1339,7681.05048862525
1158,0016P,0016,P,M,,,21.012,21.233,40,1334,473.095045536158
1159,0062P,0062,P,M,,,12.423,31.356,65,1365,38988.2847519524
1160,0491P,0491,P,M,,,2.362,17.02,65,1291,29914.9115349452
1161,0072P,0072,P,M,,,6.873,7.999,50,1371,2314.35599031341
1162,0150P,0150,P,M,,,0.674,5.36,45,340,9909.26877062718
1163,0089P,0089,P,M,,,241.757,242.187,55,1384,896.590924563115
1164,0102P,0102,P,M,,,0,14.04,55,1392,30296.9695008334
1165,0260P,0260,P,M,,,0,0.399,45,429,838.522465189466
1166,0042P,0042,P,M,,,0,7.39,65,1352,15964.8664725518
1167,0136P,0136,P,M,,,0,3.059,,1413,6396.06691148479
1168,0153P,0153,P,M,,,1.207,6.785,40,341,11418.6266650189
1169,0089P,0089,P,M,,,132.607,157.278,65,1384,50684.3096330934
1170,0058P,0058,P,M,,,0.899,1.363,40,1362,984.11529690616
1171,0126P,0126,P,M,,,6.187,10.809,45,1409,9946.9779012268
1172,0173P,0173,P,M,,,8.51,9.939,40,1437,3038.08493183346
1173,0030P,0030,P,M,,,124.414,135.62,65,1343,24239.9861542328
1174,0116P,0116,P,M,,,0,0.52,40,1402,1091.51849910681
1175,0291P,0291,P,M,,,0,0.565,,261,1224.117955336
1176,0018P,0018,P,M,,,34.353,40.756,55,304,13022.1163233726
1177,0030P,0030,P,M,,,108.332,109.069,45,1343,1588.91580576075
1178,0240P,0240,P,M,,,0.963,1.217,40,425,548.444154287387
1179,0040P,0040,P,M,,,141.85,143.012,45,310,2484.30136644521
1180,0191P,0191,P,M,,,71.235,72.583,30,350,2758.99333771292
1181,0012P,0012,P,M,,,72.505,79.505,35,1328,14315.7945590866
1182,0120P,0120,P,M,,,0,0.5,45,332,1027.63987910256
1183,0163P,0163,P,M,,,20.027,21.942,40,1432,3869.56561176661
1184,0085P,0085,P,M,,,3.031,3.606,45,6660,1230.14221085493
1185,0113P,0113,P,M,,,1.377,2.745,50,1400,2894.28782161707
1186,0284P,0284,P,M,,,0,0.445,25,1284,950.677011983149
1187,0121P,0121,P,M,,,10.294,10.587,40,1405,618.61911784161
1188,0028P,0028,P,M,,,29.274,29.424,45,1342,315.038206236198
1189,0054P,0054,P,M,,,0,0.575,40,1359,1211.19715688414
1190,0075P,0075,P,M,,,0,0.408,40,1373,855.020867736488
1191,0204P,0204,P,M,,,3.724,4.143,45,413,900.19677297178
1192,0038P,0038,P,M,,,8.068,8.911,40,1348,1817.14191352448
1193,0068P,0068,P,M,,,37.976,40.983,45,1368,6395.00064742958
1194,0013P,0013,P,M,,,7.787,8.44,40,1329,1405.65512079374
1195,0157P,0157,P,M,,,0.463,1.455,40,1428,2096.44187665368
1196,0089P,0089,P,M,,,416.581,417.77,45,1384,2534.36020081837
1197,0102P,0102,P,M,,,19.709,20.072,40,1392,786.245760692386
1198,0252P,0252,P,M,,,1.209,4.255,50,5943,6600.26032367768
1199,0143P,0143,P,M,,,1.505,2.453,40,1418,1906.79398977393
1200,0044P,0044,P,M,,,0,11.544,60,1353,24506.3286230255
1201,0191P,0191,P,M,,,252.85,259.291,50,350,13516.9913838953
1202,0006P,0006,P,M,,,149.564,150.172,50,1332,1277.81132609577
1203,0132P,0132,P,M,,,41.743,46.523,65,1411,10027.0830866065
1204,0007N,0007,N,M,,,2.917,5.935,65,6617,6062.05154555562
1205,0035P,0035,P,M,,,31.505,32.644,50,1346,2408.2934808963
1206,0023P,0023,P,M,,,2.573,2.875,45,1339,648.550443225602
1207,0015N,0015,N,M,,,58.088,63.067,75,6661,10230.9674989987
1208,0066P,0066,P,M,,,7.989,9.3,40,317,2799.31392059547
1209,0024P,0024,P,M,,,117.096,160.294,65,1340,89254.8664072738
1210,0052P,0052,P,M,,,1.49,2.099,40,313,1278.93900765951
1211,0080P,0080,P,M,,,112.168,118.173,70,321,13051.9717734819
1212,0210P,0210,P,M,,,0,3.677,50,415,7813.82919986472
1213,0036P,0036,P,M,,,0.036,20.46,65,1347,42822.7758656283
1214,0068P,0068,P,M,,,56.565,57.445,45,1368,1888.54538227863
1215,0012P,0012,P,M,,,113.359,122.863,50,1328,19619.315993983
1216,0155P,0155,P,M,,,8.531,10.718,55,1427,4572.46423924041
1217,0089P,0089,P,M,,,307.463,324.033,55,1384,14941.0213931651
1218,0104P,0104,P,M,,,1.162,1.885,55,1393,1490.49585175493
1219,0257P,0257,P,M,,,0.525,0.799,45,255,564.852571861208
1220,0143P,0143,P,M,,,33.421,50.617,55,1418,34684.0262668669
1221,0050P,0050,P,M,,,130.052,131.298,35,1356,2590.13589180158
1222,0073P,0073,P,M,,,5.119,20.316,65,1372,32067.7213264622
1223,0196P,0196,P,M,,,21.307,21.698,55,407,829.2258471196
1224,0006P,0006,P,M,,,87.432,87.709,40,1332,576.511384318821
1225,0009P,0009,P,M,,,8.998,10.097,30,1326,2221.31929228479
1226,0023P,0023,P,M,,,17.607,19.107,35,1339,3242.36788138643
1227,0015N,0015,N,M,,,372.257,400.592,80,6661,61851.8623321929
1228,0066P,0066,P,M,,,12.492,13.775,30,317,2750.1648044171
1229,0089P,0089,P,M,,,460.881,470.377,50,1384,20231.0021892206
1230,0072P,0072,P,M,,,4.278,4.937,30,1371,1358.17101817776
1231,0147P,0147,P,M,,,15.102,18.175,35,339,6466.22406847781
1232,0089P,0089,P,M,,,226.334,226.893,45,1384,1162.97059010926
1233,0092P,0092,P,M,,,6.669,7.363,50,1386,1471.72618712133
1234,0235P,0235,P,M,,,0,2.883,50,424,6227.73014010143
1235,0040P,0040,P,M,,,149.949,155.141,65,310,10992.1853023241
1236,0134P,0134,P,M,,,8.626,9.931,40,1412,2809.4179436938
1237,0191P,0191,P,M,,,26.215,37.628,65,350,23174.5875680509
1238,0089P,0089,P,M,,,85.907,86.412,45,1384,1023.28229912915
1239,0061P,0061,P,M,,,0,0.735,40,1364,1595.85392882477
1240,0006P,0006,P,M,,,0,10.88,65,1332,22528.0920959037
1241,0128P,0128,P,M,,,41.592,44.564,55,1319,6160.85273638739
1242,0190P,0190,P,M,,,0,1.966,50,404,4186.92826223568
1243,0035P,0035,P,M,,,2.889,5.319,45,1346,5109.65642630266
1244,0117P,0117,P,M,,,0,1.158,40,331,2471.94869882786
1245,0313P,0313,P,M,,,0,1.181,15,1289,2311.99141221316
1246,0018P,0018,P,M,,,3.237,4.259,45,304,2086.4671474088
1247,0025P,0025,P,M,,,7.004,9.995,35,306,6179.04017257706
1248,0209P,0209,P,M,,,11.211,11.523,45,414,666.631966304795
1249,0039P,0039,P,M,,,0,3.603,55,1349,7724.99022979661
1250,0012P,0012,P,M,,,40.289,41.32,30,1328,2093.20434970216
1251,0118P,0118,P,M,,,10.18,14.485,60,1403,8898.1334617727
1252,0165P,0165,P,M,,,10.099,10.722,45,345,1339.31250374337
1253,0084N,0084,N,M,,,95.85,114.515,75,6664,39901.1776568759
1254,0111P,0111,P,M,,,8.906,10.596,35,1398,3638.58637811823
1255,0276P,0276,P,M,,,71.919,89.815,65,1283,36240.5294650013
1256,0121P,0121,P,M,,,35.592,35.998,55,1405,858.205285349282
1257,0051P,0051,P,M,,,2.917,3.187,40,1357,578.808215998242
1258,0078P,0078,P,M,,,0.62,9.099,60,320,17676.2408309241
1259,0203P,0203,P,M,,,0,1.479,50,412,3165.1162724805
1260,0006P,0006,P,M,,,173.446,175.076,50,1332,3166.0577119259
1261,0070N,0070,N,M,,,68.304,70.635,70,6662,9667.86797495059
1262,0162P,0162,P,M,,,22.624,23.859,55,344,2500.04507484527
1263,0089P,0089,P,M,,,377.947,380.072,30,1384,4571.86941097645
1264,0105P,0105,P,M,,,0,1.111,35,1394,2394.90772906976
1265,0262P,0262,P,M,,,0,22.407,55,361,45558.3876971609
1266,0141P,0141,P,M,,,5.342,6.623,45,1416,2694.11121761771
1267,0055P,0055,P,M,,,1.758,2.041,35,1360,605.199421059662
1268,0191P,0191,P,M,,,269.745,293.98,55,350,51239.601594452
1269,0006P,0006,P,M,,,82.075,82.357,55,1332,586.191487617518
1270,0132P,0132,P,M,,,34.83,41.743,55,1411,14437.665306909
1271,0031P,0031,P,M,,,8.708,18.308,55,1344,20036.0914768723
1272,0024P,0024,P,M,,,57.624,59.701,65,1340,4284.95598590327
1273,0015N,0015,N,M,,,141.603,145.577,75,6661,8256.43482641253
1274,0062P,0062,P,M,,,37.424,38.394,40,1365,2004.82392785045
1275,0091P,0091,P,M,,,24.877,25.951,45,324,2315.04743139307
1276,0010P,0010,P,M,,,24.785,25.238,55,1327,943.673638516441
1277,0191P,0191,P,M,,,251.633,251.974,20,350,714.132588232949
1278,0010P,0010,P,M,,,68.017,68.816,30,1327,1677.42399033353
1279,0089P,0089,P,M,,,238.036,238.543,55,1384,1057.49234896004
1280,0095P,0095,P,M,,,113.561,121.351,55,1388,15766.0325600235
1281,0243P,0243,P,M,,,0,0.69,45,254,1516.70584028816
1282,0040P,0040,P,M,,,116.63,121.132,60,310,9509.02243372881
1283,0138P,0138,P,M,,,0,6.726,65,1414,14267.6839833237
1284,0191P,0191,P,M,,,70.836,71.235,45,350,816.227019512107
1285,0089P,0089,P,M,,,65.271,66.628,55,1384,2748.27131355218
1286,0006P,0006,P,M,,,20.146,24.499,65,1332,9013.01044396529
1287,0126P,0126,P,M,,,1.92,4.98,45,1409,6583.51563024365
1288,0172P,0172,P,M,,,6.508,7.099,45,1436,1258.56906240314
1289,0087P,0087,P,M,,,21.038,21.436,30,323,842.09259456847
1290,0115P,0115,P,M,,,7.618,7.908,35,1401,609.830602606373
1291,0313P,0313,P,M,,,2.032,3.32,50,1289,2655.87258786781
1292,0021P,0021,P,M,,,78.077,79.608,55,305,3153.13423099129
1293,0030P,0030,P,M,,,49.407,51.314,55,1343,4117.02394013593
1294,0091P,0091,P,M,,,29.017,32.564,55,324,7673.74764596414
1295,0074P,0074,P,M,,,0.546,1.924,35,319,2901.6533266081
1296,0089P,0089,P,M,,,276.3,277.063,45,1384,1600.2639742484
1297,0092P,0092,P,M,,,7.363,7.703,40,1386,718.811744228883
1298,0226P,0226,P,M,,,0,3.003,40,358,6481.53784961449
1299,0040P,0040,P,M,,,16.249,17.8,35,310,3298.70588177775
1300,0137P,0137,P,M,,,1.096,6.973,60,336,12187.2227783872
1301,0191P,0191,P,M,,,50.224,51.729,30,350,3096.40751501615
